Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR},Distributor Short Code
3,254,Green Deal Initiative Ltd,2014-08-20 00:00:00+00,,
2,255,Infinity Energy Org,2012-10-17 00:00:00+00,,
3,255,Infinity Energy Org,2013-02-20 00:00:00+00,,
2,256,Incentive FM,2014-02-19 00:00:00+00,,
3,256,Incentive FM,2014-02-19 00:00:00+00,,
2,257,Insta Group,2012-07-18 00:00:00+00,,
3,257,Insta Group,2012-07-18 00:00:00+00,,
2,258,Ipex Investments,2013-05-15 00:00:00+00,,
2,259,A&M Energy Solutions Ltd,2013-11-20 00:00:00+00,,
3,259,A&M Energy Solutions Ltd,2013-02-20 00:00:00+00,,
2,260,BTU Installation & Maintenance,2014-12-17 00:00:00+00,,
3,260,BTU Installation & Maintenance,2014-12-17 00:00:00+00,,
2,261,Infinite Energy UK Ltd,2013-05-15 00:00:00+00,,
3,261,Infinite Energy UK Ltd,2013-05-15 00:00:00+00,,
2,262,Inteb Sustainability Limited,2012-10-17 00:00:00+00,,
3,262,Inteb Sustainability,2013-04-17 00:00:00+00,,
2,263,Isothane Ltd,2014-06-18 00:00:00+00,,
3,263,Isothane Ltd,2014-06-18 00:00:00+00,,
2,264,Kingfisher Future Homes,2012-07-18 00:00:00+00,,
3,264,Kingfisher Future Homes,2012-07-18 00:00:00+00,,
2,265,Kernow Loans Ltd,2013-01-16 00:00:00+00,,
3,265,Kernow Loans Ltd,2013-12-18 00:00:00+00,,
2,266,Keepmoat,2012-07-18 00:00:00+00,,
3,266,Keepmoat,2013-09-18 00:00:00+00,,
2,267,KNW Partnership Limited,2014-10-15 00:00:00+00,,
3,267,KNW Partnership Limited,2014-10-15 00:00:00+00,,
2,268,UKSS Renewable Energy Services,2013-07-17 00:00:00+00,,
3,268,UKSS Renewable Energy Services,2013-07-17 00:00:00+00,,
2,269,Low Carbon Finance Ltd,2013-01-16 00:00:00+00,,
3,269,Low Carbon Finance Ltd,2013-09-18 00:00:00+00,,
2,270,Local Energy,2012-10-17 00:00:00+00,,
3,270,Local Energy,2014-03-19 00:00:00+00,,
2,271,STL Heating and Energy Ltd,2014-03-19 00:00:00+00,,
3,271,STL Heating and Energy Ltd,2014-03-19 00:00:00+00,,
2,272,Larkfleet Ltd,2013-11-20 00:00:00+00,,
3,272,Larkfleet Ltd,2013-11-20 00:00:00+00,,
2,273,Sustain Ltd,2014-03-19 00:00:00+00,,
3,273,Sustain Ltd,2014-03-19 00:00:00+00,,
2,274,Ludu Energy Ltd,2014-03-19 00:00:00+00,,
3,274,Ludu Energy Ltd,2014-03-19 00:00:00+00,,
2,275,Marshall Brown Energy Ltd,2013-12-18 00:00:00+00,,
3,275,Marshall Brown Energy Ltd,2013-12-18 00:00:00+00,,
2,276,Merseyside Central Heating Ltd,2014-06-18 00:00:00+00,,
3,276,Merseyside Central Heating Ltd,2014-06-18 00:00:00+00,,
2,277,Mark Group Ltd,2012-07-18 00:00:00+00,,
3,277,Mark Group Ltd,2012-07-18 00:00:00+00,,
2,278,Move2Green Limited,2014-05-14 00:00:00+00,,
3,278,Move2Green Limited,2014-05-14 00:00:00+00,,
2,279,MEB Total Ltd,2012-11-14 00:00:00+00,,
3,279,MEB Total Ltd,2012-11-14 00:00:00+00,,
2,280,New Eco Developments Limited,2014-08-20 00:00:00+00,,
3,280,New Eco Developments Limited,2014-08-20 00:00:00+00,,
2,281,Nationwide Energy Consultants,2012-09-19 00:00:00+00,,
3,281,Nationwide Energy Consultants,2013-10-16 00:00:00+00,,
2,282,Network Green Deal Ltd,2012-10-17 00:00:00+00,,
3,282,Network Green Deal Ltd,2012-10-17 00:00:00+00,,
2,283,British Gas Trading Limited,2013-02-20 00:00:00+00,,
3,283,British Gas Trading Limited,2013-02-20 00:00:00+00,,
2,284,Npower Northern Limited,2013-09-18 00:00:00+00,,
3,284,Npower Northern Limited,2013-09-18 00:00:00+00,,
2,285,1 North Ltd,2013-07-17 00:00:00+00,,
3,285,1 North Ltd,2013-07-17 00:00:00+00,,
2,286,NEIL_PITTAM_ELECTRICAL_LTD,2013-04-17 00:00:00+00,,
3,286,NEIL_PITTAM_ELECTRICAL_LTD,2014-11-19 00:00:00+00,,
2,287,Northern Gas Heating Ltd,2014-03-19 00:00:00+00,,
3,287,Northern Gas Heating Ltd,2014-03-19 00:00:00+00,,
2,288,Nationwide Solar Ltd,2013-02-20 00:00:00+00,,
3,288,Nationwide Solar Ltd,2013-02-20 00:00:00+00,,
2,289,1 Business Enterprise Ltd,2012-12-19 00:00:00+00,,
2,290,Osborne Energy Ltd,2013-02-20 00:00:00+00,,
3,290,Osborne Energy Ltd,2013-04-17 00:00:00+00,,
2,291,OUR GENERATION LIMITED,2012-08-15 00:00:00+00,,
3,291,OUR GENERATION LIMITED,2012-08-15 00:00:00+00,,
2,292,OM2 Solutions Ltd,2013-11-20 00:00:00+00,,
3,292,OM2 Solutions Ltd,2013-11-20 00:00:00+00,,
2,293,One Green Place Ltd,2014-08-20 00:00:00+00,,
3,293,One Green Place Ltd,2014-08-20 00:00:00+00,,
2,294,Opus Green Limited,2013-09-18 00:00:00+00,,
3,294,Opus Green Limited,2013-09-18 00:00:00+00,,
2,295,One Stop Energy Ltd,2013-12-18 00:00:00+00,,
3,295,One Stop Energy Ltd,2013-12-18 00:00:00+00,,
2,296,PECT Consultancy Limited,2013-04-17 00:00:00+00,,
3,296,PECT Consultancy Ltd,2013-09-18 00:00:00+00,,
2,297,Physis Energy Ltd,2012-10-17 00:00:00+00,,
3,297,Physis Energy Ltd,2013-09-18 00:00:00+00,,
2,298,Complete Plumbing Clean Energy,2013-09-18 00:00:00+00,,
3,298,Complete Plumbing Clean Energy,2013-09-18 00:00:00+00,,
2,299,Plumb-Line Contracting Ltd,2013-12-18 00:00:00+00,,
3,299,Plumb-Line Contracting Ltd,2013-12-18 00:00:00+00,,
2,300,Green Deal Provider Network,2012-12-19 00:00:00+00,,
3,300,Green Deal Provider Network,2012-12-19 00:00:00+00,,
2,301,Polyramek Energy Ltd,2013-02-20 00:00:00+00,,
2,302,Premier Energy Solutions Ltd,2014-06-18 00:00:00+00,,
3,302,Premier Energy Solutions Ltd,2014-06-18 00:00:00+00,,
2,303,Green Deal Property Services,2013-12-18 00:00:00+00,,
2,304,GDProvider Ltd,2014-04-16 00:00:00+00,,
3,304,GDProvider Ltd,2014-04-16 00:00:00+00,,
2,305,Quodox Energy Ltd,2013-12-18 00:00:00+00,,
3,305,Quodox Energy Ltd,2014-05-14 00:00:00+00,,
2,306,ReEnergise Finance Ltd.,2012-07-18 00:00:00+00,,
3,306,ReEnergise Finance Ltd.,2012-07-18 00:00:00+00,,
2,307,Rural Green Deal Ltd,2014-03-19 00:00:00+00,,
3,307,Rural Green Deal Ltd,2014-03-19 00:00:00+00,,
2,308,Renewable Infrastructure Ltd,2012-11-14 00:00:00+00,,
2,309,R.I.S. Insulation Ltd,2013-12-18 00:00:00+00,,
3,309,R.I.S. Insulation Ltd,2013-12-18 00:00:00+00,,
2,310,Renew Property,2013-08-14 00:00:00+00,,
3,310,Renew Property,2013-08-14 00:00:00+00,,
2,311,The Ridgeway Partnership,2013-01-16 00:00:00+00,,
3,311,The Ridgeway Partnership,2013-09-18 00:00:00+00,,
3,312,RateSetter,2012-11-14 00:00:00+00,,
2,313,Rexel UK Limited,2013-12-18 00:00:00+00,,
2,314,Sutton Solar & Renewables Ltd,2013-06-19 00:00:00+00,,
2,315,SEHBAC Ltd,2013-11-20 00:00:00+00,,
3,315,SEHBAC Ltd,2013-11-20 00:00:00+00,,
2,316,Scenergy Ltd,2013-02-20 00:00:00+00,,
3,316,Scenergy Ltd,2013-02-20 00:00:00+00,,
3,317,Energy Save Direct,2013-02-20 00:00:00+00,,
2,318,G2V Solar Energy Solutions Ltd,2012-12-19 00:00:00+00,,
2,319,Safeguard Group,2013-07-17 00:00:00+00,,
3,319,Safeguard Group,2013-07-17 00:00:00+00,,
2,320,The Green Deal Shop.com Ltd,2013-04-17 00:00:00+00,,
3,320,The Green Deal Shop.com Ltd,2013-10-16 00:00:00+00,,
2,321,SIG GDP Company Ltd,2013-02-20 00:00:00+00,,
3,321,SIG GDP Company Ltd,2013-08-14 00:00:00+00,,
2,322,Star Building Contractors Limited,2014-05-14 00:00:00+00,,
3,322,Star Building Contractors Limited,2014-05-14 00:00:00+00,,
2,323,Solar City Limited,2014-05-14 00:00:00+00,,
3,323,Solar City Limited,2014-05-14 00:00:00+00,,
2,324,Servicetotal Ltd,2013-01-16 00:00:00+00,,
3,324,Servicetotal Ltd,2013-09-18 00:00:00+00,,
2,325,British Gas New Heating,2013-06-19 00:00:00+00,,
3,325,British Gas New Heating,2013-06-19 00:00:00+00,,
2,326,Solas Scotland Ltd,2013-06-19 00:00:00+00,,
2,327,SSE Green Deal Provider Limited,2013-11-20 00:00:00+00,,
3,327,SSE Green Deal Provider Limited,2013-11-20 00:00:00+00,,
2,328,Green Deal Providers Scotland Ltd,2014-12-17 00:00:00+00,,
3,328,Green Deal Providers Scotland Ltd,2014-12-17 00:00:00+00,,
2,329,Solus Renewable Energy Ltd,2012-12-19 00:00:00+00,,
3,329,Solus Renewable Energy Ltd,2013-09-18 00:00:00+00,,
2,330,Silverstone Green Energy Ltd,2012-11-14 00:00:00+00,,
2,331,Stroma Energy Limited,2012-07-18 00:00:00+00,,
3,331,Stroma Energy Limited,2012-07-18 00:00:00+00,,
2,332,Centre for Sustainable Energy,2013-05-15 00:00:00+00,,
2,333,Severn Wye Energy Agency,2013-12-18 00:00:00+00,,
2,334,Solarwise Renewables Ltd,2013-02-20 00:00:00+00,,
3,334,Solarwise Renewables Ltd,2013-02-20 00:00:00+00,,
2,335,Sunsource Energy Limited,2014-05-14 00:00:00+00,,
3,335,Sunsource Energy Limited,2014-05-14 00:00:00+00,,
2,336,Gas Elec Safety Systems Ltd,2014-03-19 00:00:00+00,,
3,336,Gas Elec Safety Systems Ltd,2014-03-19 00:00:00+00,,
2,337,British Gas New Heating,2013-06-19 00:00:00+00,,
3,337,British Gas New Heating,2013-06-19 00:00:00+00,,
2,338,Tameside Energy Services,2013-08-14 00:00:00+00,,
2,339,City Satellite Limited,2014-03-19 00:00:00+00,,
3,339,City Satellite Limited,2014-03-19 00:00:00+00,,
2,340,Tempo Insulation Services Limited,2014-05-14 00:00:00+00,,
3,340,Tempo Insulation Services Limited,2014-05-14 00:00:00+00,,
2,341,TIC Green Energy Limited,2014-05-14 00:00:00+00,,
3,341,TIC Green Energy Limited,2014-05-14 00:00:00+00,,
2,342,Team 42 Ltd,2013-12-18 00:00:00+00,,
3,342,Team 42 Ltd,2013-12-18 00:00:00+00,,
2,343,Toriga Energy Ltd,2012-07-18 00:00:00+00,,
3,343,Toriga Energy Ltd,2012-08-15 00:00:00+00,,
2,344,Tees Property Solutions Ltd,2014-01-22 00:00:00+00,,
3,344,Tees Property Solutions Ltd,2014-01-22 00:00:00+00,,
2,345,Toriga Energy Ltd,2015-01-21 00:00:00+00,,
3,345,Toriga Energy Ltd,2015-01-21 00:00:00+00,,
2,346,Strathern Solutions Limited,2014-05-14 00:00:00+00,,
3,346,Strathern Solutions Limited,2014-05-14 00:00:00+00,,
2,347,UCS Renewables,2013-02-20 00:00:00+00,,
3,347,UCS Renewables,2014-05-14 00:00:00+00,,
2,348,UK Energy Partners Ltd,2013-06-19 00:00:00+00,,
3,348,UK Energy Partners Ltd,2013-06-19 00:00:00+00,,
2,349,Green Deal Union Ltd,2013-12-18 00:00:00+00,,
3,349,Green Deal Union Ltd,2015-01-21 00:00:00+00,,
2,350,Green Deal Upgrade Limited,2014-05-14 00:00:00+00,,
3,350,Green Deal Upgrade Limited,2014-05-14 00:00:00+00,,
2,351,Utd Sustainable Energy Agency,2012-08-15 00:00:00+00,,
2,352,Save Co2 Limited,2013-11-20 00:00:00+00,,
3,352,Save Co2 Ltd,2013-11-20 00:00:00+00,,
2,353,Green Vision Energy Limited,2014-05-14 00:00:00+00,,
2,354,Volta Green Deal,2013-03-20 00:00:00+00,,
3,354,Volta Green Deal,2013-08-14 00:00:00+00,,
2,355,Wetherby Building Systems Limited,2014-05-14 00:00:00+00,,
3,355,Wetherby Building Systems Limited,2014-05-14 00:00:00+00,,
2,356,Willmott Dixon Energy Services,2013-05-15 00:00:00+00,,
3,356,Willmott Dixon Energy Services,2013-05-15 00:00:00+00,,
2,357,Warmer Energy Services Limited,2014-08-20 00:00:00+00,,
3,357,Warmer Energy Services Limited,2014-08-20 00:00:00+00,,
2,358,Warmfill Limited,2013-10-16 00:00:00+00,,
3,358,Warmfill Limited,2013-10-16 00:00:00+00,,
2,359,The Warmer Group Ltd,2014-01-22 00:00:00+00,,
3,359,The Warmer Group Ltd,2014-01-22 00:00:00+00,,
2,360,Warmer Home Finance Ltd,2014-03-19 00:00:00+00,,
3,360,Warmer Home Finance Ltd,2014-03-19 00:00:00+00,,
2,361,Willerby Energy Organisation Ltd,2015-01-21 00:00:00+00,,
3,361,Willerby Energy Organisation Ltd,2015-01-21 00:00:00+00,,
2,362,WhiteGold Renewables Ltd,2014-02-19 00:00:00+00,,
3,362,WhiteGold Renewables Ltd,2014-02-19 00:00:00+00,,
2,363,Westdale Services Limited,2013-09-18 00:00:00+00,,
3,363,Westdale Services Limited,2013-09-18 00:00:00+00,,
2,364,Wolseley UK,2012-11-14 00:00:00+00,,
3,364,Wolseley UK,2012-11-14 00:00:00+00,,
2,365,Work Work Ltd,2013-03-20 00:00:00+00,,
3,365,Work Work Ltd,2014-02-19 00:00:00+00,,
2,366,Xenon Professionals Ltd,2013-10-16 00:00:00+00,,
3,366,Xenon Professionals Ltd,2013-10-16 00:00:00+00,,
2,367,Yorkshire Energy Services,2012-07-18 00:00:00+00,,
2,368,Your Green Deal Provider Ltd,2013-02-20 00:00:00+00,,
3,368,Your Green Deal Provider Ltd,2014-02-19 00:00:00+00,,
33,369,Utilita Energy Limited,2004-06-04 00:00:00+00,,
33,371,Gazprom Marketing & Trading Retail Ltd,2009-04-16 00:00:00+00,,
1,372,Garsington Energy Limited,2013-09-18 00:00:00+00,,
33,372,Garsington Energy Limited,2010-07-14 00:00:00+00,,
4,374,Energetics Electricity Ltd,2006-12-22 00:00:00+00,,
25,374,Energetics Electricity Ltd,2005-06-03 00:00:00+00,,
27,374,Energetics Electricity Ltd,2005-06-03 00:00:00+00,,26
34,375,Ventureforth House,2000-08-11 00:00:00+00,,
4,376,HARLAXTON ENERGY NETWORKS LTD,2014-09-05 00:00:00+00,,
19,376,HARLAXTON ENERGY NETWORKS LTD,2014-09-05 00:00:00+00,,
25,376,HARLAXTON ENERGY NETWORKS LTD,2014-09-05 00:00:00+00,,
27,376,HARLAXTON ENERGY NETWORKS LTD,2014-09-05 00:00:00+00,,29
33,377,Haven Power Limited,2006-12-01 00:00:00+00,,
33,381,Holborn Energy Limited,2013-03-20 00:00:00+00,,
6,382,HP Enterprise Services UK LTD,2013-12-18 00:00:00+00,,
33,383,Haven Power Limited,2010-02-17 00:00:00+00,,
33,384,Hudson Energy Supply UK Ltd,2012-03-15 00:00:00+00,,
1,386,SSE Plc,2012-07-20 00:00:00+00,,
4,386,Scottish Hydro-Electric Distribution Ltd,1997-10-01 00:00:00+00,,
8,386,Inveralmond House,2003-04-17 00:00:00+00,,
10,386,Scottish & Southern Metering,1996-04-01 00:00:00+00,,
11,386,Scottish & Southern Metering Ltd,1996-04-01 00:00:00+00,,
12,386,SSE Plc,1996-04-01 00:00:00+00,,
13,386,Scottish & Southern Metering,1996-04-01 00:00:00+00,,
18,386,Inveralmond House,1997-10-01 00:00:00+00,,
19,386,Inveralmond House,1997-10-01 00:00:00+00,,
22,386,Scottish and Southern Metering,1996-04-01 00:00:00+00,,
23,386,Inveralmond House,1997-10-01 00:00:00+00,,
24,386,Inveralmond House,1997-10-01 00:00:00+00,,
25,386,Inveralmond House,1996-04-01 00:00:00+00,,
26,386,Inveralmond House,1997-10-01 00:00:00+00,,
27,386,Scottish Hydro-Electric Distribution Ltd,1996-04-01 00:00:00+00,,17
29,386,Inveralmond House,1997-10-01 00:00:00+00,,
31,386,Grampian House,1997-10-01 00:00:00+00,,
32,386,Emmock Road,1997-10-01 00:00:00+00,,
33,386,SSE Plc,1996-04-01 00:00:00+00,,
34,386,Inveralmond House,1996-04-01 00:00:00+00,,
34,387,The Heath,1999-08-20 00:00:00+00,,
5,388,ICTIS (UK) Ltd,2013-04-17 00:00:00+00,,
33,390,SSE Plc,1998-09-01 00:00:00+00,,
33,391,INEOS Chlor Energy Ltd,1996-04-01 00:00:00+00,,
1,392,Npower Direct Limited NHH,2012-07-20 00:00:00+00,,
33,392,NPOWER DIRECT LTD NHH,1996-04-01 00:00:00+00,,
4,395,Independent Power Networks Limited,2004-08-01 00:00:00+00,,
19,395,Independent Power Networks Limited,2004-08-01 00:00:00+00,,
25,395,Independent Power Networks Limited,2004-08-01 00:00:00+00,,
27,395,Independent Power Networks Limited,2004-08-01 00:00:00+00,,24
31,397,Itron Metering Solutions UK,2013-04-17 00:00:00+00,,
33,398,Hudson Energy Supply UK Ltd,2013-05-15 00:00:00+00,,
33,399,Jetstream Energy Supply Ltd,2013-08-14 00:00:00+00,,
33,401,Kensington Power Limited,2013-03-20 00:00:00+00,,
7,405,Lowri Beck Services Ltd,2006-12-22 00:00:00+00,,
8,405,Lowri Beck Services Ltd,2008-02-05 00:00:00+00,,
11,405,Lowri Beck Services Limited,2008-01-11 00:00:00+00,,
13,405,Lowri Beck Services Ltd,2008-02-05 00:00:00+00,,
22,405,Lowri Beck Services Limited,2008-01-11 00:00:00+00,,
6,406,CGI IT UK Limited,2013-09-18 00:00:00+00,,
7,406,CGI IT UK Limited,2006-09-01 00:00:00+00,,
31,406,CGI IT UK Limited,2006-09-01 00:00:00+00,,
4,409,ESP Electricity Limited,2008-09-02 00:00:00+00,,
19,409,ESP Electricity Ltd,2006-12-22 00:00:00+00,,
22,409,ESP Electricity Limited,2010-10-01 00:00:00+00,,
25,409,ESP Electricity Ltd,2005-04-01 00:00:00+00,,
27,409,ESP Electricity Ltd,2005-04-01 00:00:00+00,,25
33,410,MVV Environment Services Limited,2013-08-14 00:00:00+00,,
1,411,EDF Energy,2012-05-16 00:00:00+00,,
4,411,London Power Networks,1999-01-29 00:00:00+00,,
7,411,EDF Energy Customer Field Services,2009-11-18 00:00:00+00,,
8,411,London Power Networks,2003-04-17 00:00:00+00,,
11,411,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
13,411,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
19,411,London Power Networks,1996-04-01 00:00:00+00,,
22,411,EDF Energy Customer Field Services,1996-04-01 00:00:00+00,,
25,411,London Power Networks,1996-04-01 00:00:00+00,,
27,411,London Power Networks,1996-04-01 00:00:00+00,,12
31,411,Gadeon House,1996-04-01 00:00:00+00,,
32,411,London Power Networks,1996-04-01 00:00:00+00,,
33,411,EDF Energy,1996-04-01 00:00:00+00,,
33,412,Epower Supply Ltd,2014-05-14 00:00:00+00,,
33,413,GNERGY Limited,2009-11-18 00:00:00+00,,
33,414,MA Energy Ltd,2009-08-19 00:00:00+00,,
33,415,MA Energy Ltd,2014-10-15 00:00:00+00,,
33,416,DONG Energy Power Sales UK Ltd,2011-06-15 00:00:00+00,,
34,418,P O Box 177,2000-08-11 00:00:00+00,,
1,419,Scottish Power Energy Retail Ltd,2012-07-20 00:00:00+00,,
4,419,SP Manweb Plc,1998-11-13 00:00:00+00,,
5,419,SP Dataserve Ltd,1998-11-13 00:00:00+00,,
7,419,ScottishPower Energy Retail Limited,2013-09-18 00:00:00+00,,
8,419,SP Manweb Plc,2003-05-29 00:00:00+00,,
11,419,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
13,419,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
18,419,SP Manweb Plc,1998-11-13 00:00:00+00,,
19,419,SP Manweb Plc.,1996-04-01 00:00:00+00,,
22,419,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
25,419,SP Manweb Plc.,1996-04-01 00:00:00+00,,
27,419,SP Manweb Plc,1996-04-01 00:00:00+00,,13
31,419,Scottish Power Energy Retail Ltd,1998-11-13 00:00:00+00,,
32,419,SP Dataserve Ltd,1996-04-01 00:00:00+00,,
33,419,Scottish Power Energy Retail Ltd,1996-04-01 00:00:00+00,,
33,420,MARBLE POWER LIMITED,2013-09-18 00:00:00+00,,
7,423,E.ON UK Energy Services Limited,2003-07-25 00:00:00+00,,
7,424,E.ON UK Energy Services Limited,2003-07-25 00:00:00+00,,
7,425,Metering Services Ltd,2003-07-25 00:00:00+00,,
8,426,Metering Services Ltd,2003-05-29 00:00:00+00,,
7,427,E.ON UK Energy Services Limited,2003-07-25 00:00:00+00,,
8,428,Meter Fit Assets Limited,2011-07-20 00:00:00+00,,
8,429,Meter Fit Ltd,2010-06-16 00:00:00+00,,
8,430,Meter Fit Ltd,2010-06-16 00:00:00+00,,
8,432,MERIDIAN INFRASTRUCTURE,2014-05-14 00:00:00+00,,
1,433,Npower Limited,2012-07-20 00:00:00+00,,
4,433,Western Power Distribution West Midlands,1998-11-09 00:00:00+00,,
8,433,Western Power Distribution West Midlands,2003-04-17 00:00:00+00,,
10,433,E.ON UK Energy Services Limited,2002-08-09 00:00:00+00,,
11,433,E.ON UK Energy Services Limited,1996-04-01 00:00:00+00,,
12,433,E.ON UK Energy Services Limited,2002-08-09 00:00:00+00,,
13,433,E.ON UK Energy Services Limited,1996-04-01 00:00:00+00,,
19,433,Western Power Distribution West Midlands,1998-11-09 00:00:00+00,,
22,433,E.ON UK Energy Services Limited,1996-04-01 00:00:00+00,,
25,433,Western Power Distribution West Midlands,1996-04-01 00:00:00+00,,
27,433,Western Power Distribution West Midlands,1996-04-01 00:00:00+00,,14
31,433,National Power (Energy Co.) Limited,1996-04-01 00:00:00+00,,
32,433,Western Power Distribution West Midlands,1998-11-09 00:00:00+00,,
33,433,NPOWER LTD,1996-04-01 00:00:00+00,,
34,433,Midlands Electricity plc,1998-11-09 00:00:00+00,,
8,434,G4S Utility Services (UK) Ltd,2010-09-15 00:00:00+00,,
8,435,Macquarie Leasing Limited,2010-03-17 00:00:00+00,,
33,438,MSCGI c/o Morgan Stanley & Co.  Int. Ltd,2006-04-01 00:00:00+00,,
1,439,Npower Limited,2012-07-20 00:00:00+00,,
8,439,NPOWER LTD,2003-07-25 00:00:00+00,,
12,439,npower Ltd,2011-12-14 00:00:00+00,,
22,439,NPOWER LTD,2009-08-19 00:00:00+00,,
33,439,Npower Ltd,1996-04-01 00:00:00+00,,
1,440,npower Northern Limited,2012-07-20 00:00:00+00,,
2,440,npower,2012-09-19 00:00:00+00,,
4,440,Northern Powergrid (Northeast) Ltd,2006-03-24 00:00:00+00,,
5,440,Npower Ltd,2010-10-20 00:00:00+00,,
8,440,Northern Powergrid (Northeast) Ltd,2003-04-17 00:00:00+00,,
10,440,npower Northern Limited,1996-04-01 00:00:00+00,,
11,440,npower Northern Limited,1996-04-01 00:00:00+00,,
12,440,npower Northern Limited,1996-04-01 00:00:00+00,,
13,440,npower Northern Limited,1996-04-01 00:00:00+00,,
19,440,Northern Powergrid (Northeast) Ltd,1998-10-01 00:00:00+00,,
22,440,npower Northern Limited,1996-04-01 00:00:00+00,,
25,440,Northern Powergrid (Northeast) Ltd,1996-04-01 00:00:00+00,,
27,440,Northern Powergrid (Northeast) Limited,1996-04-01 00:00:00+00,,15
31,440,npower Northern Limited,1998-10-01 00:00:00+00,,
32,440,npower Northern Limited,1998-10-01 00:00:00+00,,
33,440,npower Northern Limited,1996-04-01 00:00:00+00,,
1,441,British Energy Direct Limited,2012-05-16 00:00:00+00,,
33,441,British Energy Direct Limited,1996-04-01 00:00:00+00,,
34,441,British Energy Generation Ltd,2004-07-09 00:00:00+00,,
29,445,185 Park Street,1996-04-01 00:00:00+00,,
34,447,Windmill Hill Business Park,2000-03-28 00:00:00+00,,
6,449,NONE,2013-12-18 00:00:00+00,,
1,450,E.ON UK,2012-08-15 00:00:00+00,,
4,450,Electricity North West Limited,1998-11-13 00:00:00+00,,
5,450,Amey Metering Limited,1998-11-13 00:00:00+00,,
8,450,Electricity North West Limited,2003-04-17 00:00:00+00,,
11,450,E.ON UK Energy Services Limited,1996-04-01 00:00:00+00,,
13,450,E.ON UK Energy Services Limited,1996-04-01 00:00:00+00,,
19,450,Electricity North West Limited,1998-11-13 00:00:00+00,,
22,450,Amey Metering Limited,1996-04-01 00:00:00+00,,
25,450,Electricity North West Limited,1996-04-01 00:00:00+00,,
27,450,Electricity North West Limited,1996-04-01 00:00:00+00,,16
31,450,Manchester Rd,1998-11-13 00:00:00+00,,
32,450,Electricity North West Limited,1998-11-13 00:00:00+00,,
33,450,E.ON Energy Ltd,1996-04-01 00:00:00+00,,
8,451,Northern Powergrid Metering,2013-08-14 00:00:00+00,,
31,452,INNOGY Plc,2008-01-11 00:00:00+00,,
34,452,Windmill Hill Business Park,2000-05-03 00:00:00+00,,
34,453,Windmill Hill Business Park,2000-03-28 00:00:00+00,,
33,454,Nuclear Decommissioning Authority Ltd,1996-04-01 00:00:00+00,,
33,455,Addito Supply Limited,2012-10-17 00:00:00+00,,
33,456,British Gas Trading Ltd,2003-07-25 00:00:00+00,,
9,457,Orange Limited,2011-02-24 00:00:00+00,,
22,458,OnStream,2009-06-12 00:00:00+00,2014-03-19 00:00:00+00,
7,459,UMS Ltd (trading as OnStream),2006-12-22 00:00:00+00,,
8,459,UMS Ltd (trading as OnStream),2006-12-22 00:00:00+00,,
11,459,UMS Ltd (trading as OnStream),2009-01-14 00:00:00+00,,
13,459,UMS Ltd (trading as OnStream),2009-01-14 00:00:00+00,2012-08-15 00:00:00+00,
22,459,UMS Ltd (trading as OnStream),2006-12-22 00:00:00+00,2014-03-19 00:00:00+00,
7,460,35 Homer Road,2005-11-18 00:00:00+00,,
8,460,35 Homer Road,2003-05-23 00:00:00+00,,
9,461,O2,2011-02-24 00:00:00+00,,
33,462,OVO Energy,2009-08-19 00:00:00+00,,
1,463,Opus Energy Limited,2012-07-20 00:00:00+00,,
33,463,Opus Energy Limited,2002-08-09 00:00:00+00,,
33,464,Paddington Power Limited,2013-09-18 00:00:00+00,,
34,465,Westwood Way,2000-03-28 00:00:00+00,,
5,466,Power Data Assoiates Ltd,2006-02-10 00:00:00+00,,
1,469,E.ON UK,2012-08-15 00:00:00+00,,
33,469,EON Energy Solutions Limited,1996-04-01 00:00:00+00,,
34,469,53 New Broad Street,1999-03-17 00:00:00+00,,
5,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13 00:00:00+00,,
7,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13 00:00:00+00,,
8,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13 00:00:00+00,,
8,471,Npower Yorkshire Ltd (MeterPlus),2003-05-23 00:00:00+00,,
35,473,338 Euston Road,1996-04-01 00:00:00+00,,
8,474,PRI Ltd,2005-04-29 00:00:00+00,,
31,475,PRI Ltd,2005-04-29 00:00:00+00,,
33,476,Good Energy Limited,2003-01-24 00:00:00+00,,
34,476,Good Energy Limited,2004-04-01 00:00:00+00,,
33,477,The Royal Bank of Scotland,2008-03-11 00:00:00+00,2012-06-26 00:00:00+00,
33,478,REGENT POWER LIMITED,2013-09-18 00:00:00+00,,
33,480,The Renewable Energy Company Ltd,1996-04-01 00:00:00+00,,
9,482,Dummy Id for Roaming SIMs,2012-03-14 00:00:00+00,,
34,484,Wherstead Business Park,2000-11-10 00:00:00+00,,
33,485,GDF SUEZ Marketing Ltd,2002-02-22 00:00:00+00,,
34,487,Shoreham Power Station,2000-05-03 00:00:00+00,,
7,490,Secus ltd,2009-04-16 00:00:00+00,,
