Chellow DNO Id,Meter Timeswitch Class Id,Meter Timeswitch Class Description,Has Related Meter?,Has Comms?,Is HH?,Meter Type Chellow Id,Meter Payment Type Chellow Id,MTC TPR Count,Effective From Settlement Date {MTC},Effective To Settlement Date {MTC}
876,024,O/P-BC-24HR MAR-OCT 12+2.5 NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
898,024,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
931,024,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
1005,024,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,025,EWE7 Telemeter,0,0,0,8,1,3,1996-04-01,
660,025,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
703,025,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,025,7-Hour Variable E7,0,0,0,8,1,2,1996-04-01,
748,025,"OP3, B12ii Credit",0,0,0,15,1,1,1996-04-01,
876,025,O/P-B- 12+2.5HR NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
898,025,8.5 Hour WM (HWR) Tenant,0,0,0,8,1,2,1996-04-01,
931,025,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
1005,025,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,026,split e7 teleswitched,0,0,0,9,1,2,1996-04-01,
660,026,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
703,026,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,026,7-Hour Variable E7,0,0,0,8,7,2,1996-04-01,
748,026,B12b 2 Rate Credit,0,0,0,14,1,2,1996-04-01,
792,026,E7 PPM Token RTS Grp 58,0,0,0,8,8,2,1996-04-01,
876,026,O/P-B-12+2.5 NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
898,026,8.5 Hour WM (HWR) Tenant,0,0,0,8,7,2,1996-04-01,
931,026,3 Rate StoD (+MD),0,0,0,14,1,3,1996-04-01,
1005,026,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,027,split e7 teleswitched,0,0,0,9,1,2,1996-04-01,
660,027,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
703,027,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,027,7-Hour Variable E7,0,0,0,9,1,2,1996-04-01,
773,027,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 23)",0,0,0,8,2,2,1996-04-01,
792,027,E7 Evening and W/E RTS Grp 61,0,0,0,8,1,3,1996-04-01,
848,027,Off Peak 12 hr  Summer and Weekend,0,0,0,14,1,1,1996-04-01,
876,027,O/P-B- 12+2.5HR NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,027,8.5 Hour WM (HWR) Tenant,0,0,0,9,1,2,1996-04-01,
931,027,3 Rate StoD (+MD),0,0,0,15,1,3,1996-04-01,
1005,027,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,028,EWE7 Telemeter,0,0,0,9,1,3,1996-04-01,
660,028,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
703,028,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,028,7-Hour Variable E7,0,0,0,9,7,2,1996-04-01,
876,028,O/P-B- 12+2.5 NOV-FEB NON- PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,028,8.5 Hour WM (HWR) Tenant,0,0,0,9,7,2,1996-04-01,
1005,028,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,029,EWE 19.30-07.30 BST,0,0,0,14,1,2,1996-04-01,
660,029,"E8 22.30-23.30,00.30-07.30",0,0,0,8,1,2,1996-04-01,
703,029,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,029,7-Hour Variable E7,0,0,0,8,1,2,1996-04-01,
848,029,Off Peak 10hr and Weekend,0,0,0,14,1,1,1996-04-01,
876,029,O/P-BX- 24HRS MAR-OCT 14.5HRS NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,029,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,029,4 Rate StoD - TS (+MD),0,0,0,14,1,4,1996-04-01,
1005,029,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
153,030,EWE 19.30-07.30 BST,0,0,0,15,1,2,1996-04-01,
660,030,"E8 22.30-23.30,00.30-07.30",0,0,0,9,1,2,1996-04-01,
703,030,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,030,7-Hour Variable E7,0,0,0,8,7,2,1996-04-01,
773,030,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 24)",0,0,0,8,2,2,1996-04-01,
876,030,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,030,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,030,4 Rate StoD - TS (+MD),0,0,0,15,1,4,1996-04-01,
1005,030,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
792,030,E7 RTS GRP 22,0,0,0,8,1,2,1996-04-01,
153,031,"EWE7 00.30-0730,19.30-00.30 BST",0,0,0,14,1,3,1996-04-01,
660,031,"E8 22.30-23.30,00.30-07.30",0,0,0,8,8,2,1996-04-01,
703,031,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,031,7-Hour Variable E7,0,0,0,9,1,2,1996-04-01,
748,031,Evening/Weekend Supply,0,0,0,14,1,2,1996-04-01,
773,031,Teleswitch 01:30-06:30/14:00-16:00 GMT (code 35),0,0,0,8,1,2,1996-04-01,
876,031,O/P-BC-24HRS MAR-OCT 12+2.5HR NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,031,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,031,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,031,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
792,031,E7 RTS GRP 33,0,0,0,8,1,2,1996-04-01,
153,032,"EWE7 00.30-0730,19.30-00.30 BST",0,0,0,15,1,3,1996-04-01,
660,032,"E8 22.30-23.30,00.30-07.30",0,0,0,8,1,2,1996-04-01,
724,032,7-Hour Variable E7,0,0,0,9,7,2,1996-04-01,
748,032,LV MD Two Rate Tariff,0,0,0,14,1,4,1996-04-01,
773,032,Teleswitch 01:30-06:30/14:00-16:00 GMT (code 36),0,0,0,8,1,2,1996-04-01,
876,032,O/P-BC-24HR MAR-OCT 12+2.5 NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,032,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,032,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,032,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
792,032,E7 RTS GRP 34,0,0,0,8,1,2,1996-04-01,
153,033,E7 01.00-08.00 BST,0,0,0,14,1,2,1996-04-01,
660,033,"E8 22.30-23.30,00.30-07.30",0,0,0,9,1,2,1996-04-01,
703,033,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,033,2 rate SToD,0,0,0,14,1,2,1996-04-01,
748,033,MD Two Rate Tariff,0,0,0,15,1,4,1996-04-01,
773,033,"7 hr Heat, 00:00-07:00 BST, teleswitch",0,0,0,8,1,2,1996-04-01,
848,033,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
876,033,O/P-BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
898,033,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,033,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,033,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
792,033,E7 RTS GRP 35,0,0,0,8,1,2,1996-04-01,
153,034,E7 01.00-08.00 BST,0,0,0,15,1,2,1996-04-01,
660,034,"E8 22.30-23.30,00.30-07.30",0,0,0,8,8,2,1996-04-01,
703,034,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,034,2 rate SToD,0,0,0,15,1,2,1996-04-01,
748,034,MD Two Rate Tariff,0,0,0,15,1,6,1996-04-01,
876,034,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
898,034,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,034,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,034,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
792,034,E7 RTS GRP 36,0,0,0,8,1,2,1996-04-01,
660,035,"E8 23.30-00.30,01.30-08.30",0,0,0,8,1,2,1996-04-01,
703,035,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
748,035,A3 Credit 6 Rate,0,0,0,14,1,6,1996-04-01,
848,035,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
876,035,O/P -BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
898,035,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,035,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,035,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
792,035,E10 RTS Group 10,0,0,0,8,1,2,1996-04-01,
660,036,"E8 23.30-00.30,01.30-08.30",0,0,0,9,1,2,1996-04-01,
703,036,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
748,036,Domestic Prepayment Unrestricted,0,0,0,15,6,1,1996-04-01,
876,036,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
898,036,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,036,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,036,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
660,037,"E8 23.30-00.30,01.30-08.30",0,0,0,8,8,2,1996-04-01,
703,037,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
748,037,Domestic Prepayment Unrestricted,0,0,0,15,6,1,1996-04-01,
773,037,"7 hr E7, 00:00-07:00 GMT, timeswitch",0,0,0,14,2,2,1996-04-01,
848,037,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
898,037,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,037,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,037,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
876,037,"7 hr E7, 00:00-07:00 GMT, timeswitch",0,0,0,14,2,2,1996-04-01,
660,038,"E8 23.30-00.30,01.30-08.30",0,0,0,8,1,2,1996-04-01,
703,038,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
748,038,Domestic Prepayment Two Rate,0,0,0,14,7,2,1996-04-01,
898,038,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,038,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,038,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
876,038,Domestic Prepayment Two Rate,0,0,0,14,7,2,1996-04-01,
675,038,Domestic two rate P/P,0,0,0,14,7,2,1996-04-01,
660,039,"E8 23.30-00.30,01.30-08.30",0,0,0,9,1,2,1996-04-01,
703,039,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,039,3 rate variable,0,0,0,8,1,3,1996-04-01,
748,039,E7 Token 2 Rate,0,0,0,14,7,2,1996-04-01,
848,039,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
876,039,O/P-BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,039,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,039,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,039,NHH prog 1r credit meter and RTS,0,0,0,9,1,1,1996-04-01,
660,040,"E8 23.30-00.30,01.30-08.30",0,0,0,8,8,2,1996-04-01,
703,040,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,040,3 rate variable,0,0,0,8,7,3,1996-04-01,
876,040,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,040,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,040,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,040,NHH prog 1r credit meter and RTS,0,0,0,9,1,1,1996-04-01,
660,041,"E8 22-24,2-8 May-Oct;22-24,2-4,6-10 Nov-Apr",0,0,0,8,1,2,1996-04-01,
703,041,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,041,3 rate variable,0,0,0,9,1,3,1996-04-01,
773,041,"Unmetered Teleswitch, 01:00-07:00/15:00-16:00 GMT",0,0,0,16,1,1,1996-04-01,
848,041,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
876,041,O/P-BC-24HRS MAR-OCT 12+2.5HR NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
898,041,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,041,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,041,NHH prog 1r credit meter and RTS,0,0,0,9,1,1,1996-04-01,
792,041,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
660,042,"E8 22-24,2-8 May-Oct;22-24,2-4,6-10 Nov-Apr",0,0,0,9,1,2,1996-04-01,
703,042,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,042,3 rate variable,0,0,0,9,7,3,1996-04-01,
773,042,"Unmetered Teleswitch, 01:00-07:00/15:00-16:00 GMT",0,0,0,16,1,1,1996-04-01,
876,042,O/P-BC-24HR MAR-OCT 12+2.5 NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
898,042,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,042,Key Meter - E7,0,0,0,15,2,2,1996-04-01,
1005,042,NHH prog 1r credit meter and RTS,0,0,0,9,1,1,1996-04-01,
792,042,Three Rate Time of Day,0,1,0,18,1,3,1996-04-01,
660,043,"E8 22-24,2-8 May-Oct;22-24,2-4,6-10 Nov-Apr",0,0,0,8,8,2,1996-04-01,
703,043,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,043,3 rate ToD,0,0,0,14,1,3,1996-04-01,
773,043,"Timeswitch, 19:00-07:00 & All day Sat/Sun",0,0,0,14,1,2,1996-04-01,
848,043,Off Peak 10 hr night,0,0,0,14,1,1,1996-04-01,
876,043,6 RATE TARIFF PROG TIME/S,0,0,0,15,1,6,1996-04-01,
898,043,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,043,7 Hour Off Pk - TS,0,0,0,14,1,1,1996-04-01,
1005,043,NHH non-prog 2r credit meter and T/S,0,0,0,14,1,2,1996-04-01,
792,043,Evening Weekend,0,1,0,18,1,2,1996-04-01,
660,044,"E8 22.00-24.00,02.00-08.00",0,0,0,8,1,2,1996-04-01,
703,044,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,044,3 rate ToD,0,0,0,15,1,3,1996-04-01,
773,044,"Interuptible boiler teleswitch, 3 Periods, GMT",0,0,0,8,1,2,1996-04-01,
876,044,2 RATE 7HRS NIGHT NON - PROG TIME/S,0,0,0,14,1,2,1996-04-01,
898,044,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,044,8 Hour Off Pk - TS,0,0,0,14,1,1,1996-04-01,
1005,044,NHH prog 6r credit meter and T/S,0,0,0,15,1,6,1996-04-01,
660,045,"E8 22.00-24.00,02.00-08.00",0,0,0,9,1,2,1996-04-01,
703,045,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,045,4 rate SToD,0,0,0,14,1,4,1996-04-01,
848,045,Off Peak 11 hr night,0,0,0,14,1,1,1996-04-01,
876,045,2 RATE 7 HRS NIGHT PROG TIME/S,0,0,0,15,1,2,1996-04-01,
898,045,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,045,8 Hour Off Pk - TS,0,0,0,14,1,1,1996-04-01,
1005,045,NHH non-prog 2r token meter and T/S,0,0,0,14,8,2,1996-04-01,
692,045,4 rate STOD,0,0,0,14,1,4,1996-04-01,
640,045,4 rate STOD,0,0,0,14,1,4,1996-04-01,
660,046,"E8 22.00-24.00,02.00-08.00",0,0,0,8,8,2,1996-04-01,
703,046,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,046,4 rate SToD,0,0,0,15,1,4,1996-04-01,
876,046,2 RATE NON-DOMESTIC 7HRS NIGHT KBM NON-PROG TIME/S,0,0,0,14,2,2,1996-04-01,
898,046,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,046,12 Hour Evening/Weekend,0,0,0,14,1,2,1996-04-01,
1005,046,NHH prog 2r meter and T/S and token acceptor,0,0,0,15,8,2,1996-04-01,
692,046,4 rate STOD,0,0,0,15,1,4,1996-04-01,
640,046,4 rate STOD,0,0,0,15,1,4,1996-04-01,
660,047,"E8 00.00-02.00,04.00-10.00",0,0,0,8,1,2,1996-04-01,
703,047,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,047,4 rate SToD,0,0,0,14,1,4,1996-04-01,
898,047,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,047,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
1005,047,NHH non-prog 2r meter and T/S and token acceptor,0,0,0,14,8,2,1996-04-01,
876,047,NHH non prog 2r meter and T/S and token acceptor,0,0,0,14,8,0,1996-04-01,
660,048,"E8 00.00-02.00,04.00-10.00",0,0,0,9,1,2,1996-04-01,
703,048,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,048,4 rate SToD,0,0,0,15,1,4,1996-04-01,
898,048,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,048,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,048,NHH prog 2r meter and RTS and token acceptor,0,0,0,9,8,2,1996-04-01,
876,048,NHH prog 2r meter and RTS token acceptor,0,0,0,9,8,0,1996-04-01,
660,049,"E8 00.00-02.00,04.00-10.00",0,0,0,8,8,2,1996-04-01,
703,049,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,049,4 rate SToD,0,0,0,14,7,0,1996-04-01,
848,049,Off Peak (11+3) hr Underfloor,0,0,0,14,1,1,1996-04-01,
876,049,2 RATE 7HRS NIGHT KBM NON - PROG TIME/S,0,0,0,15,2,2,1996-04-01,
898,049,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,049,Key Meter - Pseudo 2 Rate,0,0,0,14,2,2,1996-04-01,
1005,049,NHH non-prog 2r meter and RTS and token acceptor,0,0,0,8,8,2,1996-04-01,
660,050,"E8 00.00-02.00,04.00-10.00",0,0,0,8,1,2,1996-04-01,
703,050,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,050,Split O/P 0300-0700&1330-1630,0,0,0,14,1,2,1996-04-01,
876,050,2 RATE 7HRS NIGHTPROG TELE/S,0,0,0,9,1,2,1996-04-01,
898,050,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,050,Key Meter - Pseudo 2 Rate,0,0,0,15,2,2,1996-04-01,
1005,050,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
660,051,"E8 00.00-02.00,04.00-10.00",0,0,0,9,1,2,1996-04-01,
703,051,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,051,Split O/P 0300-0700&1330-1630,0,0,0,14,7,2,1996-04-01,
848,051,Off Peak 15hr Summer and Weekend,0,0,0,14,1,1,1996-04-01,
876,051,2 RATE 7HRS NIGHT NON - PROG TELE/S,0,0,0,8,1,2,1996-04-01,
898,051,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,051,8 Hour (2r) - White meter - RTS,0,0,0,8,1,2,1996-04-01,
1005,051,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
660,052,"E8 00.00-02.00,04.00-10.00",0,0,0,8,8,2,1996-04-01,
703,052,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,052,Split O/P 0300-0700&1330-1630,0,0,0,15,1,2,1996-04-01,
876,052,2 RATE 7HRS NIGHT PROG TELE/S,0,0,0,9,1,2,1996-04-01,
898,052,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,052,7 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,052,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
703,053,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,053,Split O/P 0300-0700&1330-1630,0,0,0,15,7,2,1996-04-01,
748,053,Unrestricted Credit,0,0,0,8,1,1,1996-04-01,
848,053,Off Peak 15hr Summer and Weekend,0,0,0,14,1,1,1996-04-01,
876,053,2 RATE 7HRS NIGHT NON-PROG TELE/S,0,0,0,8,1,2,1996-04-01,
898,053,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,053,3 Rate Heating - TS,0,0,0,14,1,3,1996-04-01,
1005,053,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
703,054,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,054,Split O/P 2100-0100&1200-1500,0,0,0,14,1,2,1996-04-01,
748,054,2 Rate Credit,0,0,0,8,1,2,1996-04-01,
898,054,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,054,3 Rate Seasonal -TS,0,0,0,14,1,3,1996-04-01,
1005,054,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,054,Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
692,054,"Cyclocontrol, Demand Controlled",0,0,0,14,1,2,1996-04-01,
640,054,"Cyclocontrol, Demand Controlled",0,0,0,14,1,2,1996-04-01,
703,055,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,055,Split O/P 2100-0100&1200-1500,0,0,0,14,7,2,1996-04-01,
748,055,A2 4 Rate with 3 Rate Meter,0,0,0,14,1,0,1996-04-01,
848,055,Off Peak 15hr Summer and Weekend,0,0,0,14,1,1,1996-04-01,
898,055,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,055,8 Hour Off Pk - RTS,0,0,0,8,1,1,1996-04-01,
1005,055,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,055,Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
703,056,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
724,056,Split O/P 2100-0100&1200-1500,0,0,0,15,1,2,1996-04-01,
748,056,MD Two Rate Tariff,0,0,0,14,1,3,1996-04-01,
898,056,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,056,E 7 D & N (3 rate) - TS,0,0,0,14,1,3,1996-04-01,
1005,056,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,056,Domestic Prepayment Two Rate,0,0,0,8,6,2,1996-04-01,
703,057,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,057,Split O/P 2100-0100&1200-1500,0,0,0,15,7,2,1996-04-01,
748,057,MD Unrestricted,0,0,0,15,1,1,1996-04-01,
898,057,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
931,057,3 Rate Heating - TS,0,0,0,15,1,3,1996-04-01,
1005,057,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,057,Domestic Prepayment Two Rate,0,0,0,8,6,2,1996-04-01,
703,058,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
748,058,B67 Credit,0,0,0,14,1,1,1996-04-01,
898,058,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,058,3 Rate Seasonal -TS,0,0,0,15,1,3,1996-04-01,
1005,058,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,058,Prepayment,0,0,0,15,6,2,1996-04-01,
724,058,Economy 10,0,0,0,15,1,2,1996-04-01,
675,058,Domestic two rate P/P,0,0,0,15,6,2,1996-04-01,
703,059,"Economy 7, 23.30 - 06.30",0,0,0,15,1,2,1996-04-01,
748,059,OP3 B12ii Credit,0,0,0,15,1,1,1996-04-01,
848,059,Summer and Winter Weekend,0,0,0,14,1,1,1996-04-01,
898,059,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
1005,059,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,059,Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
724,059,Key Meter,0,0,0,15,2,2,1996-04-01,
692,059,7 Hour E7,0,0,0,8,1,2,1996-04-01,
118,059,"Economy 7, 23.30 - 06.30",0,0,0,15,1,2,1996-04-01,2014-12-17
640,059,7 Hour E7,0,0,0,8,1,2,1996-04-01,
703,060,"Economy 7, 23.30 - 06.30",0,0,0,14,1,2,1996-04-01,
898,060,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,060,E 7 D & N (3 rate) - TS,0,0,0,15,1,3,1996-04-01,
1005,060,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,060,Domestic Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
692,060,7 Hour E7,0,0,0,14,1,2,1996-04-01,
724,060,Twin Element Key Meter,0,0,0,8,2,3,1996-04-01,
118,060,"Economy 7, 23.30 - 06.30",0,0,0,14,1,2,1996-04-01,2014-12-17
640,060,7 Hour E7,0,0,0,14,1,2,1996-04-01,
703,061,Off-Peak,0,0,0,14,1,1,1996-04-01,
848,061,Grain Drying,0,0,0,14,1,1,1996-04-01,
898,061,Weathercall (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
1005,061,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
876,061,E7 Token RTS Grp 37,0,0,0,8,8,2,1996-04-01,
675,061,Domestic Economy 7 p/P,0,0,0,8,8,2,1996-04-01,
724,061,Twin Element Key Meter,0,0,0,9,2,2,1996-04-01,
748,061,4 rate weekday/2 rate weekend (Smart),0,1,0,18,1,4,1996-04-01,
703,062,Off-Peak,0,0,0,14,1,1,1996-04-01,
898,062,Weathercall (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
931,062,Non Std Off Pk (8 + 3 Hr) - RTS,0,0,0,8,1,1,1996-04-01,
1005,062,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,8,1,1996-04-01,
