Chellow Id,Market Participant Role Code Id,Market Participant Chellow Id,Address Line 1,Effective From Date {MPR},Effective To Date {MPR},Distributor Short Code
700,19,411,London Power Networks,1996-04-01,,
701,22,411,EDF Energy Customer Field Services,1996-04-01,,
702,25,411,London Power Networks,1996-04-01,,
703,27,411,London Power Networks,1996-04-01,,12
704,31,411,Gadeon House,1996-04-01,,
705,32,411,London Power Networks,1996-04-01,,
706,33,411,EDF Energy,1996-04-01,,
707,33,412,Epower Supply Ltd,2014-05-14,,
708,33,413,GNERGY Limited,2009-11-18,,
709,33,414,MA Energy Ltd,2009-08-19,,
710,33,415,MA Energy Ltd,2014-10-15,,
711,33,416,DONG Energy Power Sales UK Ltd,2011-06-15,,
712,34,418,P O Box 177,2000-08-11,,
713,1,419,Scottish Power Energy Retail Ltd,2012-07-20,,
714,4,419,SP Manweb Plc,1998-11-13,,
715,5,419,SP Dataserve Ltd,1998-11-13,,
716,7,419,ScottishPower Energy Retail Limited,2013-09-18,,
717,8,419,SP Manweb Plc,2003-05-29,,
718,11,419,SP Dataserve Ltd,1996-04-01,,
719,13,419,SP Dataserve Ltd,1996-04-01,,
720,18,419,SP Manweb Plc,1998-11-13,,
721,19,419,SP Manweb Plc.,1996-04-01,,
722,22,419,SP Dataserve Ltd,1996-04-01,,
723,25,419,SP Manweb Plc.,1996-04-01,,
724,27,419,SP Manweb Plc,1996-04-01,,13
725,31,419,Scottish Power Energy Retail Ltd,1998-11-13,,
726,32,419,SP Dataserve Ltd,1996-04-01,,
727,33,419,Scottish Power Energy Retail Ltd,1996-04-01,,
728,33,420,MARBLE POWER LIMITED,2013-09-18,,
729,7,423,E.ON UK Energy Services Limited,2003-07-25,,
730,7,424,E.ON UK Energy Services Limited,2003-07-25,,
731,7,425,Metering Services Ltd,2003-07-25,,
732,8,426,Metering Services Ltd,2003-05-29,,
733,7,427,E.ON UK Energy Services Limited,2003-07-25,,
734,8,428,Meter Fit Assets Limited,2011-07-20,,
735,8,429,Meter Fit Ltd,2010-06-16,,
736,8,430,Meter Fit Ltd,2010-06-16,,
737,8,432,MERIDIAN INFRASTRUCTURE,2014-05-14,,
738,1,433,Npower Limited,2012-07-20,,
739,4,433,Western Power Distribution West Midlands,1998-11-09,,
740,8,433,Western Power Distribution West Midlands,2003-04-17,,
741,10,433,E.ON UK Energy Services Limited,2002-08-09,,
742,11,433,E.ON UK Energy Services Limited,1996-04-01,,
743,12,433,E.ON UK Energy Services Limited,2002-08-09,,
744,13,433,E.ON UK Energy Services Limited,1996-04-01,,
745,19,433,Western Power Distribution West Midlands,1998-11-09,,
746,22,433,E.ON UK Energy Services Limited,1996-04-01,,
747,25,433,Western Power Distribution West Midlands,1996-04-01,,
748,27,433,Western Power Distribution West Midlands,1996-04-01,,14
749,31,433,National Power (Energy Co.) Limited,1996-04-01,,
750,32,433,Western Power Distribution West Midlands,1998-11-09,,
751,33,433,NPOWER LTD,1996-04-01,,
752,34,433,Midlands Electricity plc,1998-11-09,,
753,8,434,G4S Utility Services (UK) Ltd,2010-09-15,,
754,8,435,Macquarie Leasing Limited,2010-03-17,,
755,33,438,MSCGI c/o Morgan Stanley & Co.  Int. Ltd,2006-04-01,,
756,1,439,Npower Limited,2012-07-20,,
757,8,439,NPOWER LTD,2003-07-25,,
758,12,439,npower Ltd,2011-12-14,,
759,22,439,NPOWER LTD,2009-08-19,,
760,33,439,Npower Ltd,1996-04-01,,
761,1,440,npower Northern Limited,2012-07-20,,
762,2,440,npower,2012-09-19,,
763,4,440,Northern Powergrid (Northeast) Ltd,2006-03-24,,
764,5,440,Npower Ltd,2010-10-20,,
765,8,440,Northern Powergrid (Northeast) Ltd,2003-04-17,,
766,10,440,npower Northern Limited,1996-04-01,,
767,11,440,npower Northern Limited,1996-04-01,,
768,12,440,npower Northern Limited,1996-04-01,,
769,13,440,npower Northern Limited,1996-04-01,,
770,19,440,Northern Powergrid (Northeast) Ltd,1998-10-01,,
771,22,440,npower Northern Limited,1996-04-01,,
772,25,440,Northern Powergrid (Northeast) Ltd,1996-04-01,,
773,27,440,Northern Powergrid (Northeast) Limited,1996-04-01,,15
774,31,440,npower Northern Limited,1998-10-01,,
775,32,440,npower Northern Limited,1998-10-01,,
776,33,440,npower Northern Limited,1996-04-01,,
777,1,441,British Energy Direct Limited,2012-05-16,,
778,33,441,British Energy Direct Limited,1996-04-01,,
779,34,441,British Energy Generation Ltd,2004-07-09,,
780,29,445,185 Park Street,1996-04-01,,
781,34,447,Windmill Hill Business Park,2000-03-28,,
782,6,449,NONE,2013-12-18,,
783,1,450,E.ON UK,2012-08-15,,
784,4,450,Electricity North West Limited,1998-11-13,,
785,5,450,Amey Metering Limited,1998-11-13,,
786,8,450,Electricity North West Limited,2003-04-17,,
787,11,450,E.ON UK Energy Services Limited,1996-04-01,,
788,13,450,E.ON UK Energy Services Limited,1996-04-01,,
789,19,450,Electricity North West Limited,1998-11-13,,
790,22,450,Amey Metering Limited,1996-04-01,,
791,25,450,Electricity North West Limited,1996-04-01,,
792,27,450,Electricity North West Limited,1996-04-01,,16
793,31,450,Manchester Rd,1998-11-13,,
794,32,450,Electricity North West Limited,1998-11-13,,
795,33,450,E.ON Energy Ltd,1996-04-01,,
796,8,451,Northern Powergrid Metering,2013-08-14,,
797,31,452,INNOGY Plc,2008-01-11,,
798,34,452,Windmill Hill Business Park,2000-05-03,,
799,34,453,Windmill Hill Business Park,2000-03-28,,
800,33,454,Nuclear Decommissioning Authority Ltd,1996-04-01,,
801,33,455,Addito Supply Limited,2012-10-17,,
802,33,456,British Gas Trading Ltd,2003-07-25,,
803,9,457,Orange Limited,2011-02-24,,
804,22,458,OnStream,2009-06-12,2014-03-19,
805,7,459,UMS Ltd (trading as OnStream),2006-12-22,,
806,8,459,UMS Ltd (trading as OnStream),2006-12-22,,
807,11,459,UMS Ltd (trading as OnStream),2009-01-14,,
808,13,459,UMS Ltd (trading as OnStream),2009-01-14,2012-08-15,
809,22,459,UMS Ltd (trading as OnStream),2006-12-22,2014-03-19,
810,7,460,35 Homer Road,2005-11-18,,
811,8,460,35 Homer Road,2003-05-23,,
812,9,461,O2,2011-02-24,,
813,33,462,OVO Energy,2009-08-19,,
814,1,463,Opus Energy Limited,2012-07-20,,
815,33,463,Opus Energy Limited,2002-08-09,,
816,33,464,Paddington Power Limited,2013-09-18,,
817,34,465,Westwood Way,2000-03-28,,
818,5,466,Power Data Assoiates Ltd,2006-02-10,,
819,1,469,E.ON UK,2012-08-15,,
820,33,469,EON Energy Solutions Limited,1996-04-01,,
821,34,469,53 New Broad Street,1999-03-17,,
822,5,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
823,7,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
824,8,470,PLEXUS TECHNOLOGY LIMITED,2007-07-13,,
825,8,471,Npower Yorkshire Ltd (MeterPlus),2003-05-23,,
826,35,473,338 Euston Road,1996-04-01,,
827,8,474,PRI Ltd,2005-04-29,,
828,31,475,PRI Ltd,2005-04-29,,
829,33,476,Good Energy Limited,2003-01-24,,
830,34,476,Good Energy Limited,2004-04-01,,
831,33,477,The Royal Bank of Scotland,2008-03-11,2012-06-26,
832,33,478,REGENT POWER LIMITED,2013-09-18,,
833,33,480,The Renewable Energy Company Ltd,1996-04-01,,
834,9,482,Dummy Id for Roaming SIMs,2012-03-14,,
835,34,484,Wherstead Business Park,2000-11-10,,
836,33,485,GDF SUEZ Marketing Ltd,2002-02-22,,
837,34,487,Shoreham Power Station,2000-05-03,,
838,7,490,Secus ltd,2009-04-16,,
839,1,491,EDF Energy,2012-05-16,,
840,4,491,South Eastern Power Networks,2005-11-18,,
841,7,491,EDF Energy Customer Field Services,2000-05-03,,
842,8,491,South Eastern Power Networks,2003-04-17,,
843,11,491,EDF Energy Customer Field Services,1996-04-01,,
844,13,491,EDF Energy Customer Field Services,1996-04-01,,
845,19,491,South Eastern Power Networks,2000-08-11,,
846,22,491,EDF Energy Customer Field Services,1996-04-01,,
847,25,491,South Eastern Power Networks,1996-04-01,,
848,27,491,South Eastern Power Networks,1996-04-01,,19
849,31,491,Gadeon House,1999-04-23,,
850,32,491,South Eastern Power Networks,2011-01-19,,
851,33,491,EDF Energy,1996-04-01,,
852,16,494,SESL,1996-04-01,,
853,34,494,SESL,1998-11-09,,
854,7,496,Siemens Operational Services,2009-08-19,,
855,8,496,Siemens Operational Services,2003-05-23,,
856,11,496,Siemens Operational Services,2003-06-20,,
857,13,496,Siemens Operational Services,2003-06-20,,
858,22,496,Siemens Operational Services,2003-06-20,,
859,31,496,Hortonwood 30,2001-10-19,,
860,33,497,Sirocco Energy Supply Limited,2013-08-14,,
861,33,499,SmartestEnergy Ltd,2012-06-20,,
862,8,500,Ovo Energy,2013-08-14,,
863,33,501,SmartestEnergy Limited,2002-01-18,,
864,6,502,Secure Meters (UK) Limited,2013-12-18,,
865,8,503,Smart Metering Management Ltd,2014-11-19,,
866,1,505,SSE Plc,2012-07-20,,
867,2,505,SSE Plc,2012-07-20,,
868,4,505,SSE Plc,1999-01-29,,
869,5,505,SSE Plc,1999-01-29,,
870,8,505,SSE Plc,2003-04-17,,
871,11,505,SSE Plc,1996-04-01,,
872,13,505,SSE Plc,1996-04-01,,
873,19,505,SSE Plc,1996-04-01,,
874,22,505,SSE Plc,1996-04-01,,
875,25,505,SSE Plc,1996-04-01,,
876,27,505,Southern Electric Power Distribution Plc,1996-04-01,,20
877,31,505,SSE Plc,1996-04-01,,
878,32,505,SSE Plc,1996-04-01,,
879,33,505,SSE Plc,1996-04-01,,
880,1,506,Scottish Power Energy Retail Ltd,2012-07-20,,
881,2,506,Scottish Power Energy Retail Ltd,2012-07-18,,
882,3,506,ScottishPower,2013-04-17,,
883,4,506,SP Distribution Ltd,1998-11-13,,
884,5,506,SP Dataserve Ltd,1998-11-13,,
885,7,506,ScottishPower Energy Retail Limited,2013-09-18,,
886,8,506,SP Distribution Ltd,2003-05-29,,
887,10,506,SP Dataserve Ltd,1996-04-01,,
888,11,506,SP Dataserve Ltd,1996-04-01,,
889,12,506,SP Dataserve Ltd,1996-04-01,,
890,13,506,SP Dataserve Ltd,1996-04-01,,
891,18,506,SP Distribution Ltd,1998-11-13,,
892,19,506,SP Distribution Ltd,1996-04-01,,
893,22,506,SP Dataserve Ltd,1996-04-01,,
894,23,506,SP Distribution Ltd,1996-04-01,,
895,24,506,SP Distribution Ltd,1996-04-01,,
896,25,506,SP Distribution Ltd,1996-04-01,,
897,26,506,SP Distribution Ltd,1996-04-01,,
898,27,506,SP Distribution Ltd,1996-04-01,,18
899,29,506,SP Transmission Ltd,1996-04-01,,
900,31,506,Scottish Power Energy Retail Ltd,1998-11-13,,
901,32,506,SP Dataserve Ltd,1996-04-01,,
902,33,506,Scottish Power Energy Retail Ltd,1996-04-01,,
903,34,506,1 Atlantic Quay,1996-04-01,,
904,33,507,Spark Energy Supply Ltd,2008-01-11,,
905,7,508,Stark Software,2005-04-29,,
906,10,508,Stark Software International Ltd,2001-07-20,,
907,11,508,Stark Software International,2009-05-11,,
908,12,508,Stark Software International Ltd,2001-07-20,,
909,13,508,Stark Software International,2009-05-11,,
910,22,509,Sierra Support Services Group Ltd,2015-01-21,,
911,33,510,Statkraft Markets GmbH,2010-10-20,,
912,35,511,4-6 Church Walk,1996-04-01,,
913,1,512,SSE Plc,2012-07-20,,
914,4,512,Western Power Distribution - South Wales,1998-11-09,,
915,5,512,Western Power Distribution - South Wales,1998-11-09,,
916,19,512,Western Power Distribution - South Wales,1998-11-09,,
917,25,512,Western Power Distribution - South Wales,1996-04-01,,
918,27,512,Western Power Distribution - South Wales,1996-04-01,,21
919,31,512,Newport Road,1998-11-09,,
920,32,512,Western Power Distribution - South Wales,1998-11-09,2012-01-18,
921,33,512,SSE Plc,1996-04-01,,
922,1,513,EDF Energy,2012-05-16,,
923,4,513,Western Power Distribution (South West),1998-10-01,,
924,5,513,Western Power Distribution,1998-10-01,,
925,7,513,EDF Energy Customer Field Services,2009-11-18,,
926,11,513,EDF Energy Customer Field Services,1996-04-01,,
927,13,513,EDF Energy Customer Field Services,1996-04-01,,
928,19,513,Western Power Distribution (South West),1998-11-27,,
929,22,513,WPD Smart metering Ltd,1996-04-01,,
930,25,513,Western Power Distribution (South West),1996-04-01,,
931,27,513,Western Power Distribution (South West),1996-04-01,,22
932,31,513,Gadeon House,1998-11-27,,
933,32,513,Gadeon House,1998-11-27,,
934,33,513,EDF Energy,1996-04-01,,
935,33,514,Symbio Energy LTD,2012-11-29,,
936,34,514,Symbio Energy LTD,2014-09-17,,
937,33,517,The Team Group of Companies UK Limited,2004-02-20,,
938,33,519,Total Gas and Power Ltd,2000-10-20,,
939,33,520,Corona Energy,2014-01-22,,
940,9,521,T-Mobile,2011-02-24,,
941,33,522,Power4All Limited,2007-12-07,,
942,7,523,TruRead Limited,2008-10-07,,
943,7,524,Utility Data Management Services,2009-01-14,,
944,10,524,TMA Data Management Ltd,2007-04-05,,
945,11,524,TMA Data Management Ltd,2006-09-01,,
946,12,524,TMA Data Management Ltd,2007-04-05,,
947,13,524,TMA Data Management Ltd,2009-01-14,,
948,7,525,Harston Mills Campus,2006-02-10,,
949,8,525,17 High Street,2003-09-19,,
950,8,526,Utility Funding Limited,2011-03-16,,
951,7,527,Scorpio,2006-09-01,,
952,8,527,IMServ Europe Ltd,2003-08-01,,
953,10,527,IMServ Europe Ltd,1996-04-01,,
954,11,527,IMServ Europe Ltd,2005-05-01,,
955,12,527,IMServ Europe Ltd,1996-04-01,,
956,13,527,IMServ Europe Ltd,2005-05-01,,
957,15,527,Scorpio,1996-04-01,,
958,20,527,IMServ Europe Ltd,2004-06-05,,
959,22,527,IMServ Europe Ltd,2005-05-01,,
960,28,527,Scorpio,1996-04-01,,
961,7,531,PRI House,2006-10-06,,
962,8,531,PRI House,2006-11-17,,
963,22,531,Utilita Meter Operations Ltd,2007-04-05,,
964,31,531,PRI House,2006-10-06,,
965,7,532,Utility Partnership Ltd,2007-10-12,,
966,8,532,Utility Partnership Ltd,2009-04-01,,
967,11,532,Utility Partnership Ltd,2008-03-11,,
968,13,532,Utility Partnership Ltd,2008-03-11,,
969,22,532,Utility Partnership Ltd,2009-04-01,,
970,10,533,Utility Partnership Ltd,2011-09-29,2011-11-16,
971,10,533,Utility Partnership Ltd,2012-07-18,,
972,12,533,Utility Partnership Ltd,2011-09-29,2011-11-16,
973,12,533,Utility Partnership Ltd,2012-07-18,,
974,22,533,Utility Partnership Ltd,2011-09-29,2011-11-16,
975,22,533,Utility Partnership Ltd,2012-07-18,,
976,10,534,Utility Partnership Ltd,2011-11-16,,
977,12,534,Utility Partnership Ltd,2011-11-16,,
978,22,534,Utility Partnership Ltd,2011-11-16,,
979,8,535,Amey Metering Limited,2010-10-20,,
980,35,536,9A Margaret Street,2001-05-25,,
981,8,537,Amey Metering Limited,2010-10-20,,
982,8,538,Amey Metering Limited,2007-07-13,,
983,8,539,Amey Metering Limited,2003-05-23,,
984,22,539,Amey Metering Limited,2003-04-17,,
985,33,541,VAVU Power Ltd,2014-11-19,,
986,33,542,Vattenfall Energy Trading GmbH,2014-01-22,,
987,9,543,Vodafone Ltd,2011-02-24,,
988,33,544,The Co-operative Energy Ltd,2009-11-18,,
989,34,545,Wherstead Business Park,2000-11-10,,
990,8,549,Western Power Distribution,2011-09-14,2012-01-18,
991,8,550,Western Power Distribution,2004-03-19,,
992,8,551,Western Power Distribution (South West),2003-04-17,,
993,8,552,Western Power Distribution (South Wales),2003-04-17,,
994,8,553,Western Power Distribution,2011-09-14,2012-01-18,
995,34,554,16 Avon Reach,2004-06-04,,
996,1,557,Npower Yorkshire Supply Limited,2012-07-20,,
997,4,557,Northern Powergrid (Yorkshire) plc,2006-03-24,,
998,7,557,Npower Yorkshire Ltd,2003-12-19,,
999,8,557,Northern Powergrid (Yorkshire) Ltd,2003-04-17,,
1000,11,557,Npower Yorkshire Ltd,1996-04-01,,
1001,13,557,Npower Yorkshire Ltd,1996-04-01,,
1002,19,557,Northern Powergrid (Yorkshire) Ltd,1996-04-01,,
1003,22,557,npower Yorkshire Ltd,1996-04-01,,
1004,25,557,Northern Powergrid (Yorkshire) Ltd,1996-04-01,,
1005,27,557,Northern Powergrid (Yorkshire) plc,1996-04-01,,23
1006,31,557,Wetherby Road,1996-04-01,,
1007,32,557,Wetherby Road,1996-04-01,,
1008,33,557,NPOWER YORKSHIRE SUPPLY LTD,1996-04-01,,
1009,10,589,Scorpio,2000-07-07,,
