Settlement Date,Settlement Run Type,Settlement Period,Off Taking,Delivering
22/10/2013,DF,24,1.0125514,0.9895851
22/10/2013,DF,25,1.0125529,0.9895827
22/10/2013,DF,26,1.0126808,0.9894642
22/10/2013,DF,27,1.0123522,0.9897156
22/10/2013,DF,28,1.0122237,0.9898106
22/10/2013,DF,29,1.0122101,0.9898474
22/10/2013,DF,30,1.0123257,0.9897512
22/10/2013,DF,31,1.0125256,0.9895928
22/10/2013,DF,32,1.0124275,0.9896798
22/10/2013,DF,33,1.0126304,0.9895103
22/10/2013,DF,34,1.0127592,0.9893982
22/10/2013,DF,35,1.0126348,0.9895494
22/10/2013,DF,36,1.0124976,0.9896603
22/10/2013,DF,37,1.0126977,0.9894593
22/10/2013,DF,38,1.0126049,0.9895468
22/10/2013,DF,39,1.0124037,0.9897388
22/10/2013,DF,40,1.0126091,0.9895776
22/10/2013,DF,41,1.0126077,0.9895974
22/10/2013,DF,42,1.0125284,0.9896524
22/10/2013,DF,43,1.0128573,0.9895234
22/10/2013,DF,44,1.0124482,0.9898282
22/10/2013,DF,45,1.0148321,0.9880882
22/10/2013,DF,46,1.0151996,0.9877519
22/10/2013,DF,47,1.0155618,0.9871994
22/10/2013,DF,48,1.0152299,0.9873919
23/10/2013,DF,1,1.0147598,0.9877111
23/10/2013,DF,2,1.0152341,0.9872787
23/10/2013,DF,3,1.0144499,0.9875794
23/10/2013,DF,4,1.0142621,0.9877026
23/10/2013,DF,5,1.0144907,0.9874723
23/10/2013,DF,6,1.0145976,0.9873584
23/10/2013,DF,7,1.0146073,0.9873212
23/10/2013,DF,8,1.0147712,0.9871637
23/10/2013,DF,9,1.0151496,0.9870351
23/10/2013,DF,10,1.0150275,0.9871835
23/10/2013,DF,11,1.0151913,0.9874701
23/10/2013,DF,12,1.0146146,0.9879735
23/10/2013,DF,13,1.014048,0.9886324
23/10/2013,DF,14,1.0132184,0.9893131
23/10/2013,DF,15,1.0120814,0.9901773
23/10/2013,DF,16,1.0119831,0.9903287
23/10/2013,DF,17,1.0116598,0.9905479
23/10/2013,DF,18,1.0115726,0.9906217
23/10/2013,DF,19,1.0111747,0.9907388
23/10/2013,DF,20,1.0111896,0.9907372
23/10/2013,DF,21,1.0118874,0.9901898
23/10/2013,DF,22,1.0121252,0.9900018
23/10/2013,DF,23,1.0119964,0.9901005
23/10/2013,DF,24,1.011859,0.9902083
23/10/2013,DF,25,1.0117485,0.990274
23/10/2013,DF,26,1.0119462,0.9901169
23/10/2013,DF,27,1.0118205,0.9903809
23/10/2013,DF,28,1.0117003,0.9904761
23/10/2013,DF,29,1.012066,0.9903121
23/10/2013,DF,30,1.0127056,0.9897713
23/10/2013,DF,31,1.0122027,0.9898773
23/10/2013,DF,32,1.0122746,0.9898328
23/10/2013,DF,33,1.0118494,0.9901661
23/10/2013,DF,34,1.0118615,0.9901596
23/10/2013,DF,35,1.0116873,0.990422
23/10/2013,DF,36,1.0120121,0.9901642
23/10/2013,DF,37,1.0120559,0.990138
23/10/2013,DF,38,1.0122041,0.9900287
23/10/2013,DF,39,1.0121699,0.9899564
23/10/2013,DF,40,1.0124491,0.9897198
23/10/2013,DF,41,1.0120903,0.9899722
23/10/2013,DF,42,1.0115873,0.9903672
23/10/2013,DF,43,1.012059,0.9899646
23/10/2013,DF,44,1.0133922,0.9888492
23/10/2013,DF,45,1.0132459,0.9889385
23/10/2013,DF,46,1.0131058,0.9889953
23/10/2013,DF,47,1.0140533,0.9880726
23/10/2013,DF,48,1.0141482,0.9878746
24/10/2013,DF,1,1.0140246,0.9879171
24/10/2013,DF,2,1.0143644,0.98759
24/10/2013,DF,3,1.0140644,0.9878836
24/10/2013,DF,4,1.0135499,0.988376
24/10/2013,DF,5,1.0131812,0.9887013
24/10/2013,DF,6,1.0133595,0.9885378
24/10/2013,DF,7,1.0133603,0.9884726
24/10/2013,DF,8,1.0136481,0.9881535
24/10/2013,DF,9,1.013834,0.9879798
24/10/2013,DF,10,1.0140207,0.9878413
24/10/2013,DF,11,1.0133243,0.9884506
24/10/2013,DF,12,1.0135511,0.9883215
24/10/2013,DF,13,1.0127017,0.9890666
24/10/2013,DF,14,1.0113068,0.9903513
24/10/2013,DF,15,1.0107789,0.9909094
24/10/2013,DF,16,1.0105563,0.9911724
24/10/2013,DF,17,1.0106878,0.9910962
24/10/2013,DF,18,1.0112144,0.990659
24/10/2013,DF,19,1.0112571,0.9906324
24/10/2013,DF,20,1.0110983,0.9907718
24/10/2013,DF,21,1.0111912,0.9906872
24/10/2013,DF,22,1.0113648,0.9905452
24/10/2013,DF,23,1.0116077,0.9904161
24/10/2013,DF,24,1.011912,0.9901726
24/10/2013,DF,25,1.011702,0.9903385
24/10/2013,DF,26,1.01176,0.9903071
24/10/2013,DF,27,1.011852,0.9901901
24/10/2013,DF,28,1.0122664,0.9898561
24/10/2013,DF,29,1.0124539,0.98972
24/10/2013,DF,30,1.0123823,0.9897831
24/10/2013,DF,31,1.012563,0.9896526
24/10/2013,DF,32,1.0121093,0.9900229
24/10/2013,DF,33,1.0119059,0.9902013
24/10/2013,DF,34,1.0119733,0.9901451
24/10/2013,DF,35,1.0119126,0.9901072
24/10/2013,DF,36,1.011824,0.990195
24/10/2013,DF,37,1.0116565,0.9903182
24/10/2013,DF,38,1.0115006,0.9904521
24/10/2013,DF,39,1.0115061,0.9904351
24/10/2013,DF,40,1.0117362,0.9902298
24/10/2013,DF,41,1.011711,0.990261
24/10/2013,DF,42,1.0118501,0.990126
24/10/2013,DF,43,1.0120392,0.9900453
24/10/2013,DF,44,1.0130126,0.9892465
24/10/2013,DF,45,1.0136821,0.9886052
24/10/2013,DF,46,1.013909,0.9883409
24/10/2013,DF,47,1.014342,0.9874616
24/10/2013,DF,48,1.0144412,0.9872767
25/10/2013,DF,1,1.014675,0.9869867
25/10/2013,DF,2,1.0144619,0.9870878
25/10/2013,DF,3,1.0146702,0.9868626
25/10/2013,DF,4,1.0143161,0.9870929
25/10/2013,DF,5,1.0142126,0.9870886
25/10/2013,DF,6,1.0142081,0.9870117
25/10/2013,DF,7,1.0142406,0.9868967
25/10/2013,DF,8,1.0144669,0.9865899
25/10/2013,DF,9,1.0149215,0.9861566
25/10/2013,DF,10,1.0152074,0.9858699
25/10/2013,DF,11,1.0149307,0.9861015
25/10/2013,DF,12,1.0150085,0.98607
25/10/2013,DF,13,1.0152623,0.9860233
25/10/2013,DF,14,1.0154735,0.9859487
25/10/2013,DF,15,1.0152606,0.986342
25/10/2013,DF,16,1.0147166,0.9868903
25/10/2013,DF,17,1.014364,0.9872487
25/10/2013,DF,18,1.014126,0.9876302
25/10/2013,DF,19,1.0140135,0.9877169
25/10/2013,DF,20,1.0138928,0.9878769
25/10/2013,DF,21,1.0142815,0.9875692
25/10/2013,DF,22,1.0139369,0.987862
25/10/2013,DF,23,1.0139909,0.9878154
25/10/2013,DF,24,1.0140355,0.9877508
25/10/2013,DF,25,1.0142893,0.9875093
25/10/2013,DF,26,1.0148036,0.9870366
25/10/2013,DF,27,1.0150232,0.9867868
25/10/2013,DF,28,1.015527,0.9862803
25/10/2013,DF,29,1.0155848,0.9861831
25/10/2013,DF,30,1.0153397,0.9863751
25/10/2013,DF,31,1.0153616,0.9863324
25/10/2013,DF,32,1.0149966,0.9866957
25/10/2013,DF,33,1.0149299,0.9870763
25/10/2013,DF,34,1.0140568,0.9878639
25/10/2013,DF,35,1.0135528,0.9883297
25/10/2013,DF,36,1.0135357,0.9883995
25/10/2013,DF,37,1.0131384,0.9886592
25/10/2013,DF,38,1.01356,0.9882668
25/10/2013,DF,39,1.0138095,0.9880153
25/10/2013,DF,40,1.0139266,0.9878904
25/10/2013,DF,41,1.013858,0.9878375
25/10/2013,DF,42,1.0140087,0.9875738
25/10/2013,DF,43,1.0139506,0.9875475
25/10/2013,DF,44,1.0133644,0.9879896
25/10/2013,DF,45,1.0136831,0.9877357
25/10/2013,DF,46,1.0144316,0.9869163
25/10/2013,DF,47,1.0149317,0.9864221
25/10/2013,DF,48,1.0149479,0.9862912
26/10/2013,DF,1,1.0160057,0.9852319
26/10/2013,DF,2,1.0158043,0.9853787
26/10/2013,DF,3,1.0156575,0.985574
26/10/2013,DF,4,1.0157898,0.9854706
26/10/2013,DF,5,1.0155819,0.9856064
26/10/2013,DF,6,1.0157099,0.9854239
26/10/2013,DF,7,1.0157561,0.9853443
26/10/2013,DF,8,1.0162424,0.9848936
26/10/2013,DF,9,1.0160898,0.9850198
26/10/2013,DF,10,1.0163032,0.9847819
26/10/2013,DF,11,1.0163036,0.984773
26/10/2013,DF,12,1.0161486,0.9849107
26/10/2013,DF,13,1.0160106,0.9850817
26/10/2013,DF,14,1.015816,0.9853071
26/10/2013,DF,15,1.0155064,0.9856862
26/10/2013,DF,16,1.0157311,0.9855004
26/10/2013,DF,17,1.0161377,0.9851578
26/10/2013,DF,18,1.015658,0.985704
26/10/2013,DF,19,1.0148382,0.9863196
26/10/2013,DF,20,1.01408,0.9871698
26/10/2013,DF,21,1.0139094,0.987506
26/10/2013,DF,22,1.0137727,0.9877383
26/10/2013,DF,23,1.0134832,0.9880506
26/10/2013,DF,24,1.0134219,0.9880996
26/10/2013,DF,25,1.0134816,0.9880585
26/10/2013,DF,26,1.0135085,0.9880652
26/10/2013,DF,27,1.0135525,0.9880412
26/10/2013,DF,28,1.013435,0.9881462
26/10/2013,DF,29,1.0134998,0.9880717
26/10/2013,DF,30,1.0134348,0.9880951
26/10/2013,DF,31,1.013559,0.987977
26/10/2013,DF,32,1.0135229,0.9880045
26/10/2013,DF,33,1.0136346,0.9879283
26/10/2013,DF,34,1.0132661,0.9882302
26/10/2013,DF,35,1.0127267,0.9887822
26/10/2013,DF,36,1.0124807,0.9891083
26/10/2013,DF,37,1.0124085,0.989215
26/10/2013,DF,38,1.0119912,0.9896227
26/10/2013,DF,39,1.0117778,0.9898223
26/10/2013,DF,40,1.0119384,0.9896866
26/10/2013,DF,41,1.0126478,0.9890296
26/10/2013,DF,42,1.012669,0.9889485
26/10/2013,DF,43,1.012566,0.9889846
26/10/2013,DF,44,1.0132397,0.9883519
26/10/2013,DF,45,1.0137525,0.9878637
26/10/2013,DF,46,1.0140823,0.9874784
26/10/2013,DF,47,1.0142767,0.9873055
26/10/2013,DF,48,1.0150634,0.9864643
26/10/2013,DF,49,1.0154022,0.9862685
26/10/2013,DF,50,1.0158943,0.9857151
27/10/2013,DF,1,1.0162885,0.9852642
27/10/2013,DF,2,1.0161415,0.9853827
27/10/2013,DF,3,1.0155663,0.9857939
27/10/2013,DF,4,1.0153417,0.9859681
27/10/2013,DF,5,1.0151411,0.9862429
27/10/2013,DF,6,1.0150617,0.9863264
27/10/2013,DF,7,1.015473,0.9862225
27/10/2013,DF,8,1.0157822,0.9859551
27/10/2013,DF,9,1.016128,0.9857349
27/10/2013,DF,10,1.0167349,0.9852112
27/10/2013,DF,11,1.017043,0.9852883
27/10/2013,DF,12,1.0166407,0.9857797
27/10/2013,DF,13,1.015437,0.9868271
27/10/2013,DF,14,1.0140657,0.9880768
27/10/2013,DF,15,1.0139219,0.9885033
27/10/2013,DF,16,1.0135067,0.9889352
27/10/2013,DF,17,1.0122764,0.9896944
27/10/2013,DF,18,1.0121093,0.9898926
27/10/2013,DF,19,1.0121586,0.9897416
27/10/2013,DF,20,1.0118535,0.9899799
27/10/2013,DF,21,1.0118649,0.9899838
27/10/2013,DF,22,1.0117315,0.9901106
27/10/2013,DF,23,1.0119949,0.9898535
27/10/2013,DF,24,1.0118908,0.9899076
27/10/2013,DF,25,1.0118441,0.9899556
27/10/2013,DF,26,1.0119239,0.9898885
27/10/2013,DF,27,1.0119144,0.9900185
27/10/2013,DF,28,1.0119244,0.9900072
27/10/2013,DF,29,1.0119788,0.9899693
27/10/2013,DF,30,1.0126864,0.9893945
27/10/2013,DF,31,1.0119162,0.9899122
27/10/2013,DF,32,1.0114815,0.9903074
27/10/2013,DF,33,1.0112124,0.9906107
27/10/2013,DF,34,1.011225,0.9905896
27/10/2013,DF,35,1.0115151,0.9901786
27/10/2013,DF,36,1.0119589,0.989827
27/10/2013,DF,37,1.0121201,0.9896889
27/10/2013,DF,38,1.0118264,0.9899225
27/10/2013,DF,39,1.0117768,0.9901529
27/10/2013,DF,40,1.0118923,0.9900534
27/10/2013,DF,41,1.0117185,0.9901419
27/10/2013,DF,42,1.0123158,0.989622
27/10/2013,DF,43,1.012779,0.9893658
27/10/2013,DF,44,1.0132799,0.9889142
27/10/2013,DF,45,1.0134388,0.9886314
27/10/2013,DF,46,1.0139324,0.9881196
27/10/2013,DF,47,1.0142572,0.9875574
27/10/2013,DF,48,1.0152012,0.9866208
27/10/2013,DF,49,1.017892,0.909678
27/10/2013,DF,50,1.08652,0.989457
28/10/2013,DF,1,1.0165728,0.9852326
28/10/2013,DF,2,1.0159274,0.9857492
28/10/2013,DF,3,1.0156915,0.9858809
28/10/2013,DF,4,1.0160363,0.9854525
28/10/2013,DF,5,1.0163186,0.9850956
28/10/2013,DF,6,1.0159121,0.9854272
28/10/2013,DF,7,1.0166088,0.984919
28/10/2013,DF,8,1.0167586,0.9848004
28/10/2013,DF,9,1.0169464,0.9846971
28/10/2013,DF,10,1.0172005,0.9844926
28/10/2013,DF,11,1.0171952,0.9848214
28/10/2013,DF,12,1.01674,0.9854247
28/10/2013,DF,13,1.0164546,0.9855039
28/10/2013,DF,14,1.0152599,0.9866831
28/10/2013,DF,15,1.0146009,0.9873703
28/10/2013,DF,16,1.014484,0.987499
28/10/2013,DF,17,1.0136376,0.9881879
28/10/2013,DF,18,1.01336,0.9885306
28/10/2013,DF,19,1.0131114,0.988762
28/10/2013,DF,20,1.0126576,0.9891564
28/10/2013,DF,21,1.012454,0.9893274
28/10/2013,DF,22,1.012343,0.9894054
28/10/2013,DF,23,1.010905,0.9906137
28/10/2013,DF,24,1.0105742,0.9908968
28/10/2013,DF,25,1.0106168,0.9908675
28/10/2013,DF,26,1.0106334,0.9908454
28/10/2013,DF,27,1.0108378,0.9906906
28/10/2013,DF,28,1.0107481,0.9907587
28/10/2013,DF,29,1.0107543,0.990751
28/10/2013,DF,30,1.0106044,0.9908965
28/10/2013,DF,31,1.0105853,0.9909221
28/10/2013,DF,32,1.0106833,0.9908472
28/10/2013,DF,33,1.010784,0.9908937
28/10/2013,DF,34,1.0109641,0.9907722
28/10/2013,DF,35,1.0110192,0.9906539
28/10/2013,DF,36,1.0108599,0.9907917
28/10/2013,DF,37,1.0104402,0.9911381
28/10/2013,DF,38,1.0099466,0.9915379
28/10/2013,DF,39,1.0099462,0.9915179
28/10/2013,DF,40,1.0099349,0.9915118
28/10/2013,DF,41,1.0096528,0.9917329
28/10/2013,DF,42,1.0097749,0.9916022
28/10/2013,DF,43,1.0099934,0.9913943
28/10/2013,DF,44,1.0102829,0.9911063
28/10/2013,DF,45,1.0107712,0.9907264
28/10/2013,DF,46,1.0113858,0.9901545
28/10/2013,DF,47,1.0118225,0.9896957
28/10/2013,DF,48,1.0121628,0.9893762
29/10/2013,DF,1,1.0109342,0.9903881
29/10/2013,DF,2,1.0109192,0.9903894
29/10/2013,DF,3,1.0109928,0.9902836
29/10/2013,DF,4,1.0107963,0.9904218
29/10/2013,DF,5,1.0112361,0.9899698
29/10/2013,DF,6,1.0112018,0.989952
29/10/2013,DF,7,1.0111632,0.9900135
29/10/2013,DF,8,1.0114672,0.9897418
29/10/2013,DF,9,1.0112179,0.9899531
29/10/2013,DF,10,1.0106574,0.9904508
29/10/2013,DF,11,1.0102965,0.9908964
29/10/2013,DF,12,1.0103902,0.9908003
29/10/2013,DF,13,1.0100197,0.9911226
29/10/2013,DF,14,1.0094482,0.9917054
29/10/2013,DF,15,1.0087023,0.9924873
29/10/2013,DF,16,1.0085187,0.9926763
29/10/2013,DF,17,1.0082461,0.9928458
29/10/2013,DF,18,1.0083508,0.9927964
29/10/2013,DF,19,1.0083537,0.9928213
29/10/2013,DF,20,1.0082324,0.9929379
29/10/2013,DF,21,1.0085635,0.9926615
29/10/2013,DF,22,1.0086291,0.9926051
29/10/2013,DF,23,1.0086992,0.9925493
29/10/2013,DF,24,1.0087103,0.9925388
29/10/2013,DF,25,1.0087199,0.9925373
29/10/2013,DF,26,1.0086547,0.9925884
29/10/2013,DF,27,1.0086492,0.992593
29/10/2013,DF,28,1.008766,0.9924955
29/10/2013,DF,29,1.0089382,0.9923463
29/10/2013,DF,30,1.0089078,0.9923727
29/10/2013,DF,31,1.0089237,0.9923452
29/10/2013,DF,32,1.0087102,0.9925294
29/10/2013,DF,33,1.0086335,0.9925954
29/10/2013,DF,34,1.00908,0.9922492
29/10/2013,DF,35,1.0092217,0.9921579
29/10/2013,DF,36,1.0091608,0.9922295
29/10/2013,DF,37,1.0090526,0.9923187
29/10/2013,DF,38,1.0089892,0.9923549
29/10/2013,DF,39,1.0088587,0.9924425
29/10/2013,DF,40,1.0087831,0.9924971
29/10/2013,DF,41,1.008852,0.9924216
29/10/2013,DF,42,1.009138,0.9921522
29/10/2013,DF,43,1.0095004,0.9918162
29/10/2013,DF,44,1.0099455,0.9913944
29/10/2013,DF,45,1.010358,0.9910195
29/10/2013,DF,46,1.0107358,0.9906268
29/10/2013,DF,47,1.0120982,0.9895203
29/10/2013,DF,48,1.0125728,0.9890646
30/10/2013,DF,1,1.0126485,0.9889418
30/10/2013,DF,2,1.0130212,0.9885516
30/10/2013,DF,3,1.0128323,0.9886986
30/10/2013,DF,4,1.0124862,0.9889638
30/10/2013,DF,5,1.0125441,0.9888871
30/10/2013,DF,6,1.0125039,0.9889127
30/10/2013,DF,7,1.0129229,0.9885427
30/10/2013,DF,8,1.0133361,0.988177
30/10/2013,DF,9,1.013289,0.9882193
30/10/2013,DF,10,1.0132414,0.9882763
30/10/2013,DF,11,1.0132471,0.9885525
30/10/2013,DF,12,1.012724,0.9890325
30/10/2013,DF,13,1.0121123,0.9895812
30/10/2013,DF,14,1.0112278,0.9904509
30/10/2013,DF,15,1.0098708,0.9917067
30/10/2013,DF,16,1.0096165,0.991977
30/10/2013,DF,17,1.0098201,0.9918392
30/10/2013,DF,18,1.0103264,0.991452
30/10/2013,DF,19,1.0100725,0.9915954
30/10/2013,DF,20,1.0098603,0.9917577
30/10/2013,DF,21,1.0098895,0.9917405
30/10/2013,DF,22,1.0099536,0.9917089
30/10/2013,DF,23,1.0098325,0.9917974
30/10/2013,DF,24,1.0093535,0.9921795
30/10/2013,DF,25,1.009124,0.9923729
30/10/2013,DF,26,1.0092833,0.9922406
30/10/2013,DF,27,1.0092221,0.9922904
30/10/2013,DF,28,1.0091278,0.9923497
30/10/2013,DF,29,1.0091424,0.9922474
30/10/2013,DF,30,1.0091654,0.9921263
30/10/2013,DF,31,1.0090076,0.9922318
30/10/2013,DF,32,1.0092856,0.9919966
30/10/2013,DF,33,1.0093355,0.9919404
30/10/2013,DF,34,1.0094559,0.9918535
30/10/2013,DF,35,1.0097122,0.9917133
30/10/2013,DF,36,1.0104952,0.9910964
30/10/2013,DF,37,1.010863,0.9907856
30/10/2013,DF,38,1.0104555,0.9911015
30/10/2013,DF,39,1.0104985,0.9910479
30/10/2013,DF,40,1.0105996,0.9909349
30/10/2013,DF,41,1.0105177,0.9909716
30/10/2013,DF,42,1.0104442,0.9909833
30/10/2013,DF,43,1.0109097,0.9905396
30/10/2013,DF,44,1.0104248,0.9909068
30/10/2013,DF,45,1.010827,0.9904962
30/10/2013,DF,46,1.010994,0.9902628
30/10/2013,DF,47,1.0117797,0.9897549
30/10/2013,DF,48,1.0123827,0.9891507
31/10/2013,DF,1,1.0129646,0.9886331
31/10/2013,DF,2,1.0125592,0.988943
31/10/2013,DF,3,1.0129082,0.9885779
31/10/2013,DF,4,1.0130768,0.988354
31/10/2013,DF,5,1.013496,0.9879637
31/10/2013,DF,6,1.0133127,0.9881043
31/10/2013,DF,7,1.0130591,0.9883105
31/10/2013,DF,8,1.0126982,0.9885968
31/10/2013,DF,9,1.0128955,0.9884417
31/10/2013,DF,10,1.0128759,0.9884985
31/10/2013,DF,11,1.0137951,0.9877852
31/10/2013,DF,12,1.0140716,0.9876099
31/10/2013,DF,13,1.0133375,0.9882012
31/10/2013,DF,14,1.0126175,0.9889562
31/10/2013,DF,15,1.0116747,0.9896551
31/10/2013,DF,16,1.0119618,0.9894852
31/10/2013,DF,17,1.0118245,0.989678
31/10/2013,DF,18,1.0115656,0.9899148
31/10/2013,DF,19,1.0117752,0.9897643
31/10/2013,DF,20,1.011876,0.9897505
31/10/2013,DF,21,1.0117159,0.9898978
31/10/2013,DF,22,1.0117566,0.9898468
31/10/2013,DF,23,1.0121597,0.9894907
31/10/2013,DF,24,1.0124188,0.9892901
31/10/2013,DF,25,1.0126112,0.9891448
31/10/2013,DF,26,1.012582,0.9891863
31/10/2013,DF,27,1.012383,0.9893737
31/10/2013,DF,28,1.0124486,0.9892954
31/10/2013,DF,29,1.0118813,0.9897944
31/10/2013,DF,30,1.0118943,0.9897978
31/10/2013,DF,31,1.0121278,0.9896694
31/10/2013,DF,32,1.0116846,0.9900355
31/10/2013,DF,33,1.0120518,0.9898598
31/10/2013,DF,34,1.0118943,0.9899982
31/10/2013,DF,35,1.0123521,0.9894719
31/10/2013,DF,36,1.0127366,0.9891544
31/10/2013,DF,37,1.012868,0.9890665
31/10/2013,DF,38,1.0122212,0.9895721
31/10/2013,DF,39,1.012107,0.9896502
31/10/2013,DF,40,1.0121584,0.9895779
31/10/2013,DF,41,1.0124912,0.9892528
31/10/2013,DF,42,1.0131339,0.9886804
31/10/2013,DF,43,1.0130436,0.9887262
31/10/2013,DF,44,1.0122063,0.9893866
31/10/2013,DF,45,1.0121053,0.9894023
31/10/2013,DF,46,1.0127294,0.9887423
31/10/2013,DF,47,1.0126,0.9891127
31/10/2013,DF,48,1.0132168,0.9885652
01/11/2013,DF,1,1.0133503,0.9884589
01/11/2013,DF,2,1.0139206,0.987893
01/11/2013,DF,3,1.0144367,0.9874345
01/11/2013,DF,4,1.0150111,0.9870137
01/11/2013,DF,5,1.0143061,0.9875589
01/11/2013,DF,6,1.0143697,0.9874665
01/11/2013,DF,7,1.0145376,0.987365
01/11/2013,DF,8,1.0149041,0.9869746
01/11/2013,DF,9,1.015357,0.9865118
01/11/2013,DF,10,1.0159069,0.9860854
01/11/2013,DF,11,1.0153924,0.9865544
01/11/2013,DF,12,1.0147244,0.9871496
01/11/2013,DF,13,1.0143924,0.9873579
01/11/2013,DF,14,1.0142187,0.9873661
01/11/2013,DF,15,1.0142532,0.986887
01/11/2013,DF,16,1.0134708,0.9877386
01/11/2013,DF,17,1.0124118,0.9888172
01/11/2013,DF,18,1.0125883,0.9887776
01/11/2013,DF,19,1.0122162,0.9891719
01/11/2013,DF,20,1.0123815,0.9890659
01/11/2013,DF,21,1.0125159,0.9889643
01/11/2013,DF,22,1.0126632,0.9888351
01/11/2013,DF,23,1.0125837,0.9888864
01/11/2013,DF,24,1.0126862,0.9887986
01/11/2013,DF,25,1.0128189,0.9886932
01/11/2013,DF,26,1.0125954,0.9888535
01/11/2013,DF,27,1.0127389,0.9887814
01/11/2013,DF,28,1.0133939,0.988187
01/11/2013,DF,29,1.0136042,0.9879578
01/11/2013,DF,30,1.0133423,0.9881576
01/11/2013,DF,31,1.0133208,0.9882136
01/11/2013,DF,32,1.0135959,0.9880728
01/11/2013,DF,33,1.0134348,0.9885236
01/11/2013,DF,34,1.0130699,0.988897
01/11/2013,DF,35,1.0131113,0.9887314
01/11/2013,DF,36,1.0132236,0.9886701
01/11/2013,DF,37,1.0136862,0.988301
01/11/2013,DF,38,1.0140108,0.9880062
01/11/2013,DF,39,1.0135078,0.98839
01/11/2013,DF,40,1.0133575,0.9884659
01/11/2013,DF,41,1.0128727,0.9888453
01/11/2013,DF,42,1.0131725,0.988554
01/11/2013,DF,43,1.0136495,0.9880897
01/11/2013,DF,44,1.0145191,0.98729
01/11/2013,DF,45,1.0158215,0.9861275
01/11/2013,DF,46,1.0160852,0.9858499
01/11/2013,DF,47,1.0166305,0.9859893
01/11/2013,DF,48,1.0167988,0.9858159
02/11/2013,DF,1,1.0173497,0.9853077
02/11/2013,DF,2,1.0166022,0.9857889
02/11/2013,DF,3,1.0157603,0.986475
02/11/2013,DF,4,1.0167358,0.985575
02/11/2013,DF,5,1.0170337,0.985228
02/11/2013,DF,6,1.0170535,0.9851501
02/11/2013,DF,7,1.0161662,0.9858015
02/11/2013,DF,8,1.0165983,0.9853807
02/11/2013,DF,9,1.0166151,0.9853294
02/11/2013,DF,10,1.0168787,0.9851089
02/11/2013,DF,11,1.0168682,0.9852997
02/11/2013,DF,12,1.0169265,0.985338
02/11/2013,DF,13,1.0163343,0.9857498
02/11/2013,DF,14,1.0153625,0.9865581
02/11/2013,DF,15,1.0156714,0.9858559
02/11/2013,DF,16,1.0166418,0.9850594
02/11/2013,DF,17,1.0159455,0.9854979
02/11/2013,DF,18,1.0154197,0.9861619
02/11/2013,DF,19,1.0157077,0.9860978
02/11/2013,DF,20,1.0153671,0.9864865
02/11/2013,DF,21,1.0152808,0.9866493
02/11/2013,DF,22,1.0152261,0.9867765
02/11/2013,DF,23,1.014758,0.9871928
02/11/2013,DF,24,1.0144878,0.987462
02/11/2013,DF,25,1.0145369,0.9874488
02/11/2013,DF,26,1.0145203,0.9874743
02/11/2013,DF,27,1.0143123,0.9876361
02/11/2013,DF,28,1.0140643,0.9878234
02/11/2013,DF,29,1.0137424,0.9880786
02/11/2013,DF,30,1.0136301,0.9881697
02/11/2013,DF,31,1.0132108,0.9885262
02/11/2013,DF,32,1.012701,0.9890105
02/11/2013,DF,33,1.0121831,0.9895184
02/11/2013,DF,34,1.0122463,0.9895031
02/11/2013,DF,35,1.0124776,0.9893539
02/11/2013,DF,36,1.0125641,0.989288
02/11/2013,DF,37,1.0123908,0.9894425
02/11/2013,DF,38,1.0122878,0.9895148
02/11/2013,DF,39,1.0119098,0.9898136
02/11/2013,DF,40,1.0116816,0.9899662
02/11/2013,DF,41,1.0113972,0.990195
02/11/2013,DF,42,1.0118109,0.9898149
02/11/2013,DF,43,1.0118297,0.9897614
02/11/2013,DF,44,1.0124392,0.9892012
02/11/2013,DF,45,1.0126504,0.9889574
02/11/2013,DF,46,1.0125993,0.9889142
02/11/2013,DF,47,1.013078,0.9887641
02/11/2013,DF,48,1.013347,0.9885315
03/11/2013,DF,1,1.0135185,0.9883821
03/11/2013,DF,2,1.0129909,0.9888312
03/11/2013,DF,3,1.0132204,0.9886044
03/11/2013,DF,4,1.0128535,0.9889028
03/11/2013,DF,5,1.0129771,0.9887582
03/11/2013,DF,6,1.0124214,0.9891989
03/11/2013,DF,7,1.0129164,0.9887236
03/11/2013,DF,8,1.0124353,0.989091
03/11/2013,DF,9,1.0129476,0.988602
03/11/2013,DF,10,1.0141963,0.9875065
03/11/2013,DF,11,1.0138926,0.987789
03/11/2013,DF,12,1.0135763,0.9880921
03/11/2013,DF,13,1.0130122,0.9884663
03/11/2013,DF,14,1.01136,0.9900651
03/11/2013,DF,15,1.010264,0.9910453
03/11/2013,DF,16,1.0101111,0.9912204
03/11/2013,DF,17,1.0101215,0.9912554
03/11/2013,DF,18,1.0102137,0.9911904
03/11/2013,DF,19,1.0100226,0.9913611
03/11/2013,DF,20,1.0100582,0.9913311
03/11/2013,DF,21,1.0098391,0.9915134
03/11/2013,DF,22,1.0101636,0.9912402
03/11/2013,DF,23,1.0104158,0.9910291
03/11/2013,DF,24,1.0107127,0.9907776
03/11/2013,DF,25,1.01041,0.9910375
03/11/2013,DF,26,1.0107158,0.9907842
03/11/2013,DF,27,1.0111178,0.9904408
03/11/2013,DF,28,1.0103316,0.9911135
03/11/2013,DF,29,1.0101919,0.9912353
03/11/2013,DF,30,1.0102325,0.9911928
