Settlement Date,Settlement Run Type,Settlement Period,RC
18/01/2016,R1,10,.0888950499311431098197147516822732831694
18/01/2016,R1,11,-.0663767855088771788296112998403193354315
18/01/2016,R1,12,-.1251540537548292216800079024023994161266
18/01/2016,R1,13,-.156967631540978881268287935065431681966
18/01/2016,R1,14,-.2388695042846576918949788953872323754338
18/01/2016,R1,15,-.2386012634094081536904067257204488547456
18/01/2016,R1,16,-.1410068000429020021264922366220161230107
18/01/2016,R1,17,-.1681956925017022989935056079946340022494
18/01/2016,R1,18,-.31184341377748581457158889462223576121
18/01/2016,R1,19,-.1168549656932479856839822463019485326179
18/01/2016,R1,20,-.0885581831374344902012258762324302434536
18/01/2016,R1,21,-.2610202743388461368891316320009417504047
18/01/2016,R1,22,-.2383289743960438881217778682195004097009
18/01/2016,R1,23,-.2416875176007075371965368105583551739557
18/01/2016,R1,24,-.1136931572341285045972291835978735824548
18/01/2016,R1,25,.0807641065515171091400557792950907241198
18/01/2016,R1,26,.0856798793120813711699966757406775054968
18/01/2016,R1,27,.3630089786343404690862065356202731186375
18/01/2016,R1,28,.0131237194517968132760681587780259436781
18/01/2016,R1,29,.1504378886352511256185449593129486116967
18/01/2016,R1,30,-.0979954592421418914924110684230529377809
18/01/2016,R1,31,-.1325066338423609132753891167359166348636
18/01/2016,R1,32,-.0205393115023561170602114131787487151021
18/01/2016,R1,33,-.1857828558511536882827603742145516488953
18/01/2016,R1,34,-.0459295148404798565626120252128279313409
18/01/2016,R1,35,-.1165192902096387912151659545938672856574
18/01/2016,R1,36,-.1966286425398180766557975180066419834183
18/01/2016,R1,37,-.176654780210208930528949065140975639572
18/01/2016,R1,38,-.1482936312125301269527971910602673326486
18/01/2016,R1,39,-.1697044745974079439392939757923602696306
18/01/2016,R1,40,-.0802039850728390875657504783904460810787
18/01/2016,R1,41,.0682242532371541622448882628027181319539
18/01/2016,R1,42,-.0985358820984135931014012398042720091497
18/01/2016,R1,43,-.0297133677035603578304649847979595531252
18/01/2016,R1,44,-.2336326162097769587318398551251073489723
18/01/2016,R1,45,-.1580055449635854761427560275238148565066
18/01/2016,R1,46,-.3231137321852709678019313438709331728923
18/01/2016,R1,47,-.4038140840757049713261790764380016736355
18/01/2016,R1,48,-.2739001315640054127551766088037975335432
19/01/2016,R1,1,-.3215160700157369299269642078895324239213
19/01/2016,R1,2,-.2619726028570266457445373761851651256933
19/01/2016,R1,3,-.2822499818217069224519387094290032312824
19/01/2016,R1,4,-.1997588054463780326154776918846555561536
19/01/2016,R1,5,-.2100916634015376577976521700598701500181
19/01/2016,R1,6,-.2049601038719382530639815412006002059972
19/01/2016,R1,7,-.1729491237057814662844518022804694674453
19/01/2016,R1,8,-.3050088134982389930318913255394762902669
19/01/2016,R1,9,-.1166543127248640104066637205347006544999
19/01/2016,R1,10,-.2346561721011592650524426895885265893823
19/01/2016,R1,11,-.0841897534788965577938361424892003630052
19/01/2016,R1,12,-.1484202466947788647179044822550722911431
19/01/2016,R1,13,.0139192024825612148030048760388541658379
19/01/2016,R1,14,-.0130788097296952065966667271949702232054
19/01/2016,R1,15,.5601804803350459900449279118274610109673
19/01/2016,R1,16,.9771706809198693986263629383776135911309
19/01/2016,R1,17,.5374199634784290501073977004257085318879
19/01/2016,R1,18,-.029087205810029621207766225869179282058
19/01/2016,R1,19,-.0838340512636512065572496775915603957379
19/01/2016,R1,20,-.0843556216540528038146357422676087186859
19/01/2016,R1,21,-.1059171672630080784786454829842640684078
19/01/2016,R1,22,-.1751633220028631487532292239126799495377
19/01/2016,R1,23,-.3079630258974061038337856141612781919016
19/01/2016,R1,24,-.3680809772441084302628351304457117098594
19/01/2016,R1,25,-.2959035719051334696147231521776334162894
19/01/2016,R1,26,-.3491558080958917314790227966410926207059
19/01/2016,R1,27,-.3590667011060772431411655776949700674626
19/01/2016,R1,28,-.354916004350682516867730159716230537098
19/01/2016,R1,29,-.2311617387134144624513606232614526424827
19/01/2016,R1,30,-.1356414328404930307098092908047495933691
19/01/2016,R1,31,.0726832791925480320570469214705168819503
19/01/2016,R1,32,.2234874428692789212412218091691058712694
19/01/2016,R1,33,-.3537052530334564323382790883963590089623
19/01/2016,R1,34,-.1030720507637898725568845611554513167475
19/01/2016,R1,35,-.0844518608893465301546949841418385593843
19/01/2016,R1,36,-.1374349329219016222664934401058733714834
19/01/2016,R1,37,-.1225975449335136075893553886439864082174
19/01/2016,R1,38,-.0469529137531875852237601861024074253004
19/01/2016,R1,39,1.52161980556120078436247281075552167137
19/01/2016,R1,40,-.0184388630238267121900563701891793460536
19/01/2016,R1,41,1.14282635047245138022521306951280953431
19/01/2016,R1,42,.0670136941095846839370447585973576842002
19/01/2016,R1,43,.147822235257273479760670622321478771651
19/01/2016,R1,44,.0144823520620728384542088210209147850284
19/01/2016,R1,45,-.3821284344136325105203991744248131742104
19/01/2016,R1,46,-.5866160664650875160239014127841024126918
19/01/2016,R1,47,-.1735544962181735584021325090451962361408
19/01/2016,R1,48,-.0621529962379724555218221238944801988315
20/01/2016,R1,1,-.349459372763005388091063211008378931614
20/01/2016,R1,2,-.1735219360456783318190997382778045205393
20/01/2016,R1,3,-.1328961617620203788042379685536659855576
20/01/2016,R1,4,-.1204026517265024421576791488059156494525
20/01/2016,R1,5,-.0935702157802890822683829853468235439978
20/01/2016,R1,6,-.0515671852799038333805224878386937128453
20/01/2016,R1,7,-.0315087302105632979309714606694585511508
20/01/2016,R1,8,-.1526846244680847923006820606268604259153
20/01/2016,R1,9,-.1338004320686090415881174686449442119195
20/01/2016,R1,10,-.1315700772160999832314660105988609393039
20/01/2016,R1,11,-.4175959067369827299722214565473571521545
20/01/2016,R1,12,-.2421226427444481401354303739899207839951
20/01/2016,R1,13,-.0997700330350549808897393243173555893744
20/01/2016,R1,14,-.1861608574096415344899518168690430882391
20/01/2016,R1,15,-.1583238378717763876938818221984512708416
20/01/2016,R1,16,-.0694611766687552020373291443815918407246
20/01/2016,R1,17,.5167987184651838836257851716838196080309
20/01/2016,R1,18,.464167660398094718319274476038392364798
20/01/2016,R1,19,.849170976275240800609536244564951899589
20/01/2016,R1,20,.4948027157540729464984102897686731999566
20/01/2016,R1,21,-.0631269231018746698213033004631838370109
20/01/2016,R1,22,-.2036357620901762487995031034965255163938
20/01/2016,R1,23,-.3232449588185872851921722530904217519636
20/01/2016,R1,24,-.4218059338414635455866642393271190517135
20/01/2016,R1,25,-.4477692441708693465284463935586997893195
20/01/2016,R1,26,-.5378761246823751129698093554384829962155
20/01/2016,R1,27,-.6294207685360878576720371728044830237157
20/01/2016,R1,28,-.5976461661870915000224952425102621263907
20/01/2016,R1,29,-.5542202671052134992811723761895881068444
20/01/2016,R1,30,-.5518401929576365907807668182895055101953
20/01/2016,R1,31,-.2084202999538112411478295607189602151256
20/01/2016,R1,32,-.1028875714832125336166589043477340921695
20/01/2016,R1,33,-.4528407744228399541112610403034245074782
20/01/2016,R1,34,-.1220938405581065088858237257981191958746
20/01/2016,R1,35,-.2469721938894290138503251163147939364683
20/01/2016,R1,36,-.2188928841132399966064450312175635322718
20/01/2016,R1,37,-.1919812581745415642762423728424942370348
20/01/2016,R1,38,-.1469406296296109686626194388195624633977
20/01/2016,R1,39,-.079056443800816165868360453601210095115
20/01/2016,R1,40,.1403237964622285252360918910962567917282
20/01/2016,R1,41,-.0580874714792353696719244265906146386588
20/01/2016,R1,42,-.1448346455316071962418628785279215374404
20/01/2016,R1,43,.0133606184289876468145372184842426588065
20/01/2016,R1,44,-.004095206484898160095985857243297985612626
20/01/2016,R1,45,.0708652459072472254019269254338181082174
20/01/2016,R1,46,-.0634034841694942848983741765605137947683
20/01/2016,R1,47,-.1125640133976936034122701942416044549056
20/01/2016,R1,48,-.1652880881708544020096873968245904169365
21/01/2016,R1,1,-.1577128960670678649834622696207771258992
21/01/2016,R1,2,-.0407977678559407783962049515103651331823
21/01/2016,R1,3,-.0196880310307361045986425876670574823231
21/01/2016,R1,4,-.0671581847341642742314044539507409836799
21/01/2016,R1,5,.0178869290830638047064474547770089728571
21/01/2016,R1,6,-.0707953330126469345372366661726035002795
21/01/2016,R1,7,-.003307022747688581351097359151261350877483
21/01/2016,R1,8,-.0466849271867607554496761647428978236039
21/01/2016,R1,9,-.0234929159890940399192223785870356547005
21/01/2016,R1,10,-.2475920974159161148289678102270551622581
21/01/2016,R1,11,-.1402458395522984336198052331992061031618
21/01/2016,R1,12,-.0856110859630414402381403662887364854353
21/01/2016,R1,13,-.3273640417123579368199172951125965584729
21/01/2016,R1,14,-.4273652124629958834937111759121473400532
21/01/2016,R1,15,-.3089942930782998134620638963778212643614
21/01/2016,R1,16,.072197507146779902293489683034793037177
21/01/2016,R1,17,.0695118212031260226051204443922464454806
21/01/2016,R1,18,-.0330941595551315718802222405341405242862
21/01/2016,R1,19,.1988485057260558410966199072987363773023
21/01/2016,R1,20,.3731797887958076790860771301685829271342
21/01/2016,R1,21,.0954571290616250117796788252012222055935
21/01/2016,R1,22,.005432484494747026473422824143192658062141
21/01/2016,R1,23,.1231055010533661802856830047284948697967
21/01/2016,R1,24,.3019529183941722754698226739750846404876
21/01/2016,R1,25,.2047093418886387992955463166409840138904
21/01/2016,R1,26,.0841042880052524936929090777376161379424
21/01/2016,R1,27,.6452588603162425977779493733070493573439
21/01/2016,R1,28,.1100502397698392946352227520772646920259
21/01/2016,R1,29,.1264070903530137289082061387156129838625
21/01/2016,R1,30,-.16074988786641398392126605032178100343
21/01/2016,R1,31,-.2399441260125271889730396578332970068942
21/01/2016,R1,32,-.1907523480470180792494654145049527092588
21/01/2016,R1,33,-.085140883323931699516232982672216766809
21/01/2016,R1,34,.2799533413571475355353595404310693569704
21/01/2016,R1,35,-.0861462721238174209512612332374460909844
21/01/2016,R1,36,-.1584642464275954026675453016821174343343
21/01/2016,R1,37,-.1253034234465542892304714266942731733514
21/01/2016,R1,38,-.1552856296723677686562769112099545379022
21/01/2016,R1,39,-.1011571316004436779845589841137140974344
21/01/2016,R1,40,-.0363920795629721421155868524430021039381
21/01/2016,R1,41,-.3006860746742077047015867327940349892841
21/01/2016,R1,42,-.074240962149946421175347244768874558431
21/01/2016,R1,43,-.2817780973631348411904277253122261416489
21/01/2016,R1,44,-.3642219412756282096514955505899878474264
21/01/2016,R1,45,-.1667834680827694232596787980955200787007
21/01/2016,R1,46,-.169284728317678380868786125062370933142
21/01/2016,R1,47,-.4082913511806161864955372840318359229641
21/01/2016,R1,48,-.4333516159699666918670577018365374759314
22/01/2016,R1,1,-.4313409739492180623094345875206561441766
22/01/2016,R1,2,-.1600368779434094793901032465703936705236
22/01/2016,R1,3,.003917527665045799568593236560027733861841
22/01/2016,R1,4,-.1402272618885432035743145097849281367921
22/01/2016,R1,5,-.1492913598307469190705897036419848678439
22/01/2016,R1,6,-.1734801895276846909300289815822853448581
22/01/2016,R1,7,-.0784623389798688732923201340149611529908
22/01/2016,R1,8,-.1926300613881033438931897533315229407829
22/01/2016,R1,9,.1049423941734545561484435509221610135078
22/01/2016,R1,10,-.0829958143696061192898924847987374642416
22/01/2016,R1,11,-.113993553512727383305503744501083302474
22/01/2016,R1,12,-.1359198862892265255282417152666387943912
22/01/2016,R1,13,.159458874190867080402940657125753145013
22/01/2016,R1,14,.3941770084352280709769901598524263416696
22/01/2016,R1,15,.5762159226481105043320294288354351599373
22/01/2016,R1,16,.5823206165729060604327960974149048888644
22/01/2016,R1,17,.5209742394880532969165114282490518125309
22/01/2016,R1,18,.4037504748787650819716847730049853869773
22/01/2016,R1,19,.2202406526764141900713296605376828149432
22/01/2016,R1,20,.5682300831919794116898938329204979938456
22/01/2016,R1,21,.5879417709105163749716417785383347332073
22/01/2016,R1,22,.6306525314504205979517273546919627440842
22/01/2016,R1,23,1.17018917278636674588265034875295130195
22/01/2016,R1,24,1.20967621139755053320201065940165720144
22/01/2016,R1,25,.8980889901807106661955278902590378108251
22/01/2016,R1,26,.633072335512949979806836138526455624862
22/01/2016,R1,27,.4951700100167466118701826247736294813184
22/01/2016,R1,28,.2156151497046147210132364323663417540714
22/01/2016,R1,29,-.1496719041244457033750479782206382974437
22/01/2016,R1,30,-.3171427043573578903875077966806893876262
22/01/2016,R1,31,-.4984280159497346187749790198793705585374
22/01/2016,R1,32,-.4881947263841423036667800347694037274796
22/01/2016,R1,33,-.6753026533923733734529383502526078011017
22/01/2016,R1,34,-.1622206124247312669796837942309925765622
22/01/2016,R1,35,.2228063507793064096258344101041027123749
22/01/2016,R1,36,.3122278493267836602407027912948666821879
22/01/2016,R1,37,.1088670745628228683408539937647347406323
22/01/2016,R1,38,-.0345897748208643611671491328441939257371
22/01/2016,R1,39,.0838796407799792010729178027100405146331
22/01/2016,R1,40,.0992439879140164288696694242054852582827
22/01/2016,R1,41,-.1238178774418916054081189785537773773519
22/01/2016,R1,42,-.1636532215677568024232870425939116494633
22/01/2016,R1,43,-.1996687380096789115934584248203511156469
22/01/2016,R1,44,-.3348121888978303252476497242251248553908
22/01/2016,R1,45,-.2302382193433702132571043926403327309592
22/01/2016,R1,46,.114330683973467295128902214782649364677
22/01/2016,R1,47,-.214539895931439062853393263160448325834
22/01/2016,R1,48,-.2405201009506165356587972936714243894098
23/01/2016,R1,1,-.2698858620601934205425510385789349985933
23/01/2016,R1,2,-.2126856751617652504494910448881795830675
23/01/2016,R1,3,-.3422700492319689226822335384952936522048
23/01/2016,R1,4,-.3495166477565392472165739542425760638853
23/01/2016,R1,5,-.3323867764423182190770294011212976892892
23/01/2016,R1,6,-.1970472035064683172215741211198179893904
23/01/2016,R1,7,-.201150041489323623328634987799440030703
23/01/2016,R1,8,-.1684094642370777164657693161422470277343
23/01/2016,R1,9,-.2054219677955048284955502674909231992991
23/01/2016,R1,10,.032597293586539970319367751797701835818
23/01/2016,R1,11,.2796332511811823776093475410635042702596
23/01/2016,R1,12,.7276221953752227335722626498527231073202
23/01/2016,R1,13,.9791954384392079840134611635207096567306
23/01/2016,R1,14,1.25890378960385015136495074966247724002
23/01/2016,R1,15,.4314582040476353400046719820293862950475
23/01/2016,R1,16,.35545820083396857147335038601132925859
23/01/2016,R1,17,.3987280893464120952436467518359543914673
23/01/2016,R1,18,.4767540777099224370462008415740596271666
23/01/2016,R1,19,.2022182816603647208312982777736822614992
23/01/2016,R1,20,-.2489671714885035652770022467167259482458
23/01/2016,R1,21,-.2471790201918867489313083863692922923592
23/01/2016,R1,22,-.1558663163031190235889229351736512064205
23/01/2016,R1,23,.0991283367002177633296166959351482432128
23/01/2016,R1,24,.1758490273417588906973830963140006182982
23/01/2016,R1,25,.0641984300416059721915968770672107979633
23/01/2016,R1,26,-.0219088703881187240435363635094537866545
23/01/2016,R1,27,-.026210709961568304491298816957169132683
23/01/2016,R1,28,-.0284877203992268670480101280674384846624
23/01/2016,R1,29,-.0266807615590328171580985408762195409447
23/01/2016,R1,30,-.1631617831450895162043752550756990918076
23/01/2016,R1,31,.0400135420078726205871375643109486234817
23/01/2016,R1,32,.011811269922288341586544334953545649793
23/01/2016,R1,33,-.009549450629254473245727321327062565541682
23/01/2016,R1,34,.0587769282131331528044691833353499943067
23/01/2016,R1,35,.0210693394124074931738723301431699175406
23/01/2016,R1,36,.1465611167841383819365139223600821582423
23/01/2016,R1,37,.0771230761794264674497642516411011257538
23/01/2016,R1,38,-.1735067278645940450489001155849932223995
23/01/2016,R1,39,-.0565529796160724190245703576954055912314
23/01/2016,R1,40,-.015753631964644395970774716967034648483
23/01/2016,R1,41,.0550633135347633600302650330965552701625
23/01/2016,R1,42,-.1201563492747409778273561026620305354658
23/01/2016,R1,43,.006378747490135291501972013113303635008715
23/01/2016,R1,44,.1758543169516260106332439323032123491954
23/01/2016,R1,45,.0664956161835223174023488863048819849903
23/01/2016,R1,46,.1098035053026168195464806300406447030028
23/01/2016,R1,47,.1396595682517017849019035336659802716223
23/01/2016,R1,48,-.1822202431235067892875125028055318909743
24/01/2016,R1,1,-.0631747963670047578385279137386861061381
24/01/2016,R1,2,.3407682457151673543818130561890516960352
24/01/2016,R1,3,.4769673607144761486674260424828744835744
24/01/2016,R1,4,.1451596006876630743281926431095234189556
24/01/2016,R1,5,.0580879410602202366158646616725823495193
24/01/2016,R1,6,-.0141188169886177569284793715733312798679
24/01/2016,R1,7,-.2983730197903170062489566061144640670604
24/01/2016,R1,8,-.4261375395066620583929291523320304306739
24/01/2016,R1,9,-.499028047850784984674095006452977590133
24/01/2016,R1,10,-.4022173762689078535504931039099256501995
24/01/2016,R1,11,-.4460259177016185365114355582419232093905
24/01/2016,R1,12,-.6436566216244531368803255895474222916826
24/01/2016,R1,13,-.6662545788865541906348815797897758383973
24/01/2016,R1,14,-.5157096661931383479404707749062921680933
24/01/2016,R1,15,-.4877009152077876132458764724113939440542
24/01/2016,R1,16,-.5302356942348376123786733263364912641603
24/01/2016,R1,17,-.5112071559376335779954869276315486403927
24/01/2016,R1,18,-.3693790665101248850887284385305876735396
24/01/2016,R1,19,-.1146667861986451531765481657223073863965
24/01/2016,R1,20,-.037864985652395620684024610720317547742
24/01/2016,R1,21,-.1258178435992519416708918927576863214243
24/01/2016,R1,22,-.2050396138165565055269214664313481860373
24/01/2016,R1,23,-.2482122784548063155500244703208804088179
24/01/2016,R1,24,-.1134519189050028316927176749222920985377
24/01/2016,R1,25,.093932105092879888790007549399551344025
24/01/2016,R1,26,.1843920010019713965141984445087326328716
24/01/2016,R1,27,.1662322091700749293836101070905788972086
24/01/2016,R1,28,.0350924368035809311268184532344852830785
24/01/2016,R1,29,.0460841184504509731982380072370628365349
24/01/2016,R1,30,-.1085190442638869864144839382204829832372
24/01/2016,R1,31,-.1753458309461564370121431582920852120015
24/01/2016,R1,32,-.2261901440519205647272521079442443497356
24/01/2016,R1,33,-.2193847029647645950362477754202957787104
24/01/2016,R1,34,.0505664591812279787980412218333338520738
24/01/2016,R1,35,.6134590540097568500414569715200246813598
24/01/2016,R1,36,.777872561337050758313476294443272680628
24/01/2016,R1,37,.6180132903858130837023274977754502994105
24/01/2016,R1,38,.255153466450819241490900020781681708665
24/01/2016,R1,39,.1748626490716057376550759799763490128253
24/01/2016,R1,40,.0918829989924024497682985987431213196938
24/01/2016,R1,41,-.1544858406989395352032767755686774006723
24/01/2016,R1,42,-.2737873315329014788166592167690249066128
24/01/2016,R1,43,-.1909859201418067252585695199623304685994
24/01/2016,R1,44,-.3644767932555657778821512772997576105628
24/01/2016,R1,45,-.3463622060636986010120338478547433771314
24/01/2016,R1,46,-.5393096436925147411877341319536720318427
24/01/2016,R1,47,-.2567869738440461479394345010185863154869
24/01/2016,R1,48,-.4400312581410468172455848267128653793128
25/01/2016,R1,1,-.2145428873253307816949665615809099852894
25/01/2016,R1,2,-.1063862286911074179733195057255116168736
25/01/2016,R1,3,.0774385433877023205392039356474459693502
25/01/2016,R1,4,-.1232046787116401114272919828953673443957
25/01/2016,R1,5,.0511816046732682330148983200611899528792
25/01/2016,R1,6,-.0718737988809798412563619320135559792499
25/01/2016,R1,7,-.3605719795893064228318676345404592887976
25/01/2016,R1,8,-.8785865311812536050484275190253523465198
25/01/2016,R1,9,-.4028840834286567361640392711333746255819
25/01/2016,R1,10,-.0938890633409568409903125840038688732576
25/01/2016,R1,11,-.0760443613238345843320477578997347675367
25/01/2016,R1,12,-.832145100341557318651251616900214116035
25/01/2016,R1,13,-.8372843457082480449039468374574319040124
25/01/2016,R1,14,-.4827916757198421618382795698331195875436
25/01/2016,R1,15,-.2519297999661781901989252648017459412175
25/01/2016,R1,16,-.1086556760939807402710403632378730368732
25/01/2016,R1,17,-.3720802714337504680295995225908783705808
25/01/2016,R1,18,-.736576637234700059866671856113165613484
25/01/2016,R1,19,-.614125020390060165843649692699886624525
25/01/2016,R1,20,-.5944828743603801913991757142845504677443
25/01/2016,R1,21,-.3037549709900680118038115919824674762358
25/01/2016,R1,22,-.3115510881623112285941878824775861478081
25/01/2016,R1,23,-.4365828225252950787036332085286754633366
25/01/2016,R1,24,-.4398159833575749287595365986185526571631
25/01/2016,R1,25,-.3161247253981128040356637354241619332151
25/01/2016,R1,26,-.315906416533560753264710068920713544444
25/01/2016,R1,27,-.2701982226194754050397347753465781361187
25/01/2016,R1,28,-.2794795163555210212848764370514027413068
25/01/2016,R1,29,-.2656819472357512360710550879196520405337
25/01/2016,R1,30,-.3264434824508380063086051135185022351413
25/01/2016,R1,31,-.3776058677621653457908594046669878758404
25/01/2016,R1,32,-.218676232460686032486795565124245159259
25/01/2016,R1,33,-.2696943544022270989030845522455482930726
25/01/2016,R1,34,-.1585130742966059137282603290335825563595
25/01/2016,R1,35,.4624746680192888805975044976044558656331
25/01/2016,R1,36,.5591150102758980330261203877469648407701
25/01/2016,R1,37,.0478986488700715418457410162704784757228
25/01/2016,R1,38,.1684432907201106487156151336661220649005
25/01/2016,R1,39,.3994818832543842598105687286864835627331
25/01/2016,R1,40,.0688919944027496057613403610803383073613
25/01/2016,R1,41,-.0328475468985061004223060466386041931543
25/01/2016,R1,42,.0310641816560130816114166790545562657946
25/01/2016,R1,43,.0560551357448408853747572779960656092097
25/01/2016,R1,44,-.0556786590941591197419155085531813846459
25/01/2016,R1,45,-.1550586992505267126259839659448134759892
25/01/2016,R1,46,-.17618801834256781904621456309997823049
25/01/2016,R1,47,.2433125824144576455664704003882060305971
25/01/2016,R1,48,-.0266246115787774993220722149292929021652
26/01/2016,R1,1,-.0899840382525129918633786095243026981768
26/01/2016,R1,2,-.1316655099471366741193271156648875566385
26/01/2016,R1,3,-.4074108915964270324073759778672819241603
26/01/2016,R1,4,-.3488653678903130228617904056315078012565
26/01/2016,R1,5,-.3949509184907901872721622830803808918208
26/01/2016,R1,6,-.5160488585446851651072261370842907229123
26/01/2016,R1,7,-.5336948706356528107488601690603255420557
26/01/2016,R1,8,1.42244696841293740327446768383065138342
26/01/2016,R1,9,1.3706774430061413306731413486894344968
26/01/2016,R1,10,1.65409060786794385203927947466714862341
26/01/2016,R1,11,1.56788623895257957675029668561061430989
26/01/2016,R1,12,-.4267086273237012026118939729478323292292
26/01/2016,R1,13,-.3399371473540433840109840931060261160951
26/01/2016,R1,14,-.0625813092783156069794767085530080623588
26/01/2016,R1,15,-.1651690338029399944744666152956029027914
26/01/2016,R1,16,-.0916987674458224807504715430492020925601
26/01/2016,R1,17,-.07977437729315489533483774380624362733
26/01/2016,R1,18,-.2102981116386755780247436165365059968861
26/01/2016,R1,19,.067618682968058020174685150176503582246
26/01/2016,R1,20,.1700052038273799134424642040981086276
26/01/2016,R1,21,.1626516840882006268552170674340477554874
26/01/2016,R1,22,.198398147915728153240534660026705919698
26/01/2016,R1,23,.0705878147666583341722923839257552709489
26/01/2016,R1,24,.1777631066561489816693974495238321896094
26/01/2016,R1,25,.2298391487722031655086048391487722031655
26/01/2016,R1,26,.2397549961849374368415149527799678551282
26/01/2016,R1,27,.3692747248822062075131091041665881905939
26/01/2016,R1,28,.3195260474007126006987413830247151885474
26/01/2016,R1,29,.2603776677482838507581661761234700702479
26/01/2016,R1,30,-.0639917623632204028649114173819938255658
26/01/2016,R1,31,.1792052592275104289841151145035074013616
26/01/2016,R1,32,.1416308089629575698817814928650446376746
26/01/2016,R1,33,.1658597926954760113044231184275141441958
26/01/2016,R1,34,.1779128739787856816984727235445097649505
26/01/2016,R1,35,.4961974505704907146637170495363422291226
26/01/2016,R1,36,.3304332594944469031457233972738387307341
26/01/2016,R1,37,.0435480613499153636382028908757068263157
26/01/2016,R1,38,.1012888134307013598845143042593535998274
26/01/2016,R1,39,.0584578363261659297362984170271972367571
26/01/2016,R1,40,-.161648697925976619357211074396204348248
26/01/2016,R1,41,-.007254938759843945737718183015944766721416
26/01/2016,R1,42,.2983927910243822015170981635236688530699
26/01/2016,R1,43,.1220718114987718443785286396747893146065
26/01/2016,R1,44,.003386221500438319204491772995306576668257
26/01/2016,R1,45,.0591884121053711834072924875995158746575
26/01/2016,R1,46,.3230518475653145105717486969385659982622
26/01/2016,R1,47,.3908006610138027359137031794591045074213
26/01/2016,R1,48,.1084191429281948696599130490452837909416
27/01/2016,R1,1,-.0534489240162081768397869232968095502704
27/01/2016,R1,2,.1626123597854791999413713855976462307711
27/01/2016,R1,3,.5226320263585378349511702320122908500781
27/01/2016,R1,4,.5196365913743348645175152028263503729126
27/01/2016,R1,5,.5648648489092673779991138261155794761873
27/01/2016,R1,6,.8571872818594324244544451653613788192158
27/01/2016,R1,7,.5683810722384878380335905760519195026197
27/01/2016,R1,8,.2784139594263945033905559514907055965791
27/01/2016,R1,9,.3239282839768196545453862952970591747155
27/01/2016,R1,10,.3058134477215191525535692550370317633265
27/01/2016,R1,11,.4026694874018843270763006101036602056602
27/01/2016,R1,12,.4497868506913547523933937913755782325804
27/01/2016,R1,13,.1823694436652421014419303055232743156312
27/01/2016,R1,14,.0473552552093059760532804678153844393068
27/01/2016,R1,15,-.0591488804721267691986367770359148325428
27/01/2016,R1,16,.1171706489806247263857690813673273327159
27/01/2016,R1,17,.0461829728157530977133931003692200584883
27/01/2016,R1,18,-.1079936899601678529679560688035620530126
27/01/2016,R1,19,.0568672417684582045551202705797902169721
27/01/2016,R1,20,.0884002035305536634204154159142162897045
27/01/2016,R1,21,.1906974925777866312127376697375024501349
27/01/2016,R1,22,-.0409941649015841274814160043874775333612
27/01/2016,R1,23,-.020733218126344845270419661756456260604
27/01/2016,R1,24,-.0426017884925844444861771363468935156632
27/01/2016,R1,25,.007261574880918172306330521213517893476852
27/01/2016,R1,26,-.0151466011422820877278758586498694378376
27/01/2016,R1,27,.2229010090411208360175998512289856384279
27/01/2016,R1,28,.3143599276776316956448561710768209192708
27/01/2016,R1,29,.1145878415003556388816130652226556820948
27/01/2016,R1,30,-.0494118959316049601139271188087591739693
27/01/2016,R1,31,-.2046361402511207062201484565831322632048
27/01/2016,R1,32,-.4176279393719178572702107555395250225052
27/01/2016,R1,33,-.4061792944983059987573416489841854140045
27/01/2016,R1,34,-.2165457968599626636147433707805652557368
27/01/2016,R1,35,-.1089713493133644135677864780394537362176
27/01/2016,R1,36,-.0418147522327774342483214625862678388098
27/01/2016,R1,37,-.1077142548985987202443090281905579886912
27/01/2016,R1,38,-.1564296570033386873765734657829722755027
27/01/2016,R1,39,-.1687464241358105241432629515874014112089
27/01/2016,R1,40,-.2342309516762327001664123181399576185873
27/01/2016,R1,41,-.1316553160733448435333172486159691261485
27/01/2016,R1,42,-.0267382079873377441853204742228315064554
27/01/2016,R1,43,.0716476034124303786046040969864110798616
27/01/2016,R1,44,-.003408000350652940699443344595521648736732
27/01/2016,R1,45,-.1416928624486467271587741339065713813963
27/01/2016,R1,46,-.2541814238725870227853881181472127348354
27/01/2016,R1,47,-.1178642806685074826152317289620547300983
27/01/2016,R1,48,-.1861414471671501434741613154752846342233
28/01/2016,R1,1,-.215585054406088254551195039889958091771
28/01/2016,R1,2,-.2114412220558418028443604915488680307375
28/01/2016,R1,3,-.2166875976032073962963031465455323393759
28/01/2016,R1,4,-.2387471112472778573153199919402882111732
28/01/2016,R1,5,-.2133101138775260545026583480792649948381
28/01/2016,R1,6,.0233919241032673275225834053555951717842
28/01/2016,R1,7,.4460383299945079208310594316183281909031
28/01/2016,R1,8,.2214830692407822014406374698744808617898
28/01/2016,R1,9,.0639625553484012798010025080897316307597
28/01/2016,R1,10,.0162193939446016589684707975220633587492
28/01/2016,R1,11,-.0613173158435189948694934010459137693201
28/01/2016,R1,12,-.114879787603452187500556730725362622443
28/01/2016,R1,13,-.1020757384442213049060771285443103693591
28/01/2016,R1,14,.1253675860976143660266099475581697854022
28/01/2016,R1,15,-.1365962715836316633603912253385387477926
28/01/2016,R1,16,.0221085598158832873665383955201672234436
28/01/2016,R1,17,.1335312660857098383057596085064060063149
28/01/2016,R1,18,-.1763035994949546815700207141083823563835
