Chellow Id,Chellow DNO Id,Meter Timeswitch Class Id,Meter Timeswitch Class Description,Has Related Meter?,Has Comms?,Is HH?,Meter Type Chellow Id,Meter Payment Type Chellow Id,MTC TPR Count,Effective From Settlement Date {MTC},Effective To Settlement Date {MTC}
646,876,007,O/P-F-8HRS + 2.5HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
647,898,007,8.5 Hour White Meter,0,0,0,9,1,2,1996-04-01,
648,931,007,11.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
649,1005,007,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
650,692,007,Evening/Weekend,0,0,0,8,1,2,1996-04-01,
651,675,007,8.5 Hr White Meter,0,0,0,9,1,2,1996-04-01,
652,640,007,Evening/Weekend,0,0,0,8,1,2,1996-04-01,
653,660,008,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
654,703,008,Seasonal (Register Only),0,0,0,15,1,5,1996-04-01,
655,724,008,7-Hour E7,0,0,0,9,7,2,1996-04-01,
656,748,008,Prepayment,0,0,0,15,6,2,1996-04-01,
657,792,008,E7 Smartcard RTS Grp 3,0,0,0,9,6,2,1996-04-01,
658,876,008,O/P-F-8HRS + 2.5HRS NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
659,898,008,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
660,931,008,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
661,1005,008,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
662,635,008,Weathercall (HWR) Landlord _N,0,0,0,8,1,1,1996-04-01,
663,118,008,Seasonal (Register Only),0,0,0,15,1,5,1996-04-01,2014-12-17
664,848,008,7 hr E7 Split Regime,0,0,0,15,1,2,1996-04-01,
665,660,009,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
666,703,009,Seasonal (Register Only),0,0,0,14,1,5,1996-04-01,
667,724,009,7-Hour E7,0,0,0,14,1,2,1996-04-01,
668,748,009,Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
669,848,009,7 hr E7 Split Regime,0,0,0,15,2,2,1996-04-01,
670,876,009,O/P -FX- 10.5HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
671,898,009,8.5 Hour White Meter,0,0,0,8,1,2,1996-04-01,
672,931,009,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
673,1005,009,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
674,635,009,Weathercall (HWR) Landlord _N,0,0,0,9,1,1,1996-04-01,
675,675,009,8.5 Hr White Meter,0,0,0,8,1,2,1996-04-01,
676,692,009,7 Hour E7,0,0,0,14,1,2,1996-04-01,
677,118,009,Seasonal (Register Only),0,0,0,14,1,5,1996-04-01,2014-12-17
678,640,009,7 Hour E7,0,0,0,14,1,2,1996-04-01,
679,153,010,split e7 timeswitched,0,0,0,14,1,2,1996-04-01,
680,660,010,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
681,724,010,7-Hour E7,0,0,0,14,7,2,1996-04-01,
682,748,010,Domestic Prepayment Two Rate,0,0,0,8,7,2,1996-04-01,
683,848,010,Std domestic BKM,0,0,0,15,2,2,1996-04-01,
684,876,010,O/P -FX- 10.5HRS NON - PROG TELE/S,0,0,0,8,1,1,1996-04-01,
685,898,010,8.5 Hour White Meter,0,0,0,8,7,2,1996-04-01,
686,931,010,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
687,1005,010,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
688,635,010,E10 RTS Group 10,0,0,0,8,1,2,1996-04-01,
689,675,010,Std Dom BKM,0,0,0,15,2,2,1996-04-01,
690,660,011,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
691,703,011,Off-Peak,0,0,0,14,1,1,1996-04-01,
692,724,011,7-Hour E7,0,0,0,15,1,2,1996-04-01,
693,748,011,Domestic Credit (Two Rate),0,0,0,14,1,2,1996-04-01,
694,773,011,Timeswitch 23:00-07:00;12:30-14:00/15:30-17:00 GMT,0,0,0,14,1,1,1996-04-01,
695,876,011,O/P -FX- 10.5HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
696,898,011,8.5 Hour White Meter,0,0,0,9,1,2,1996-04-01,
697,931,011,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
698,1005,011,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
699,675,011,8.5 Hr White Meter,0,0,0,9,1,2,1996-04-01,
700,692,011,7 Hour E7,0,0,0,15,1,2,1996-04-01,
701,848,011,STD (2 rate) SME BKM,0,0,0,15,2,2,1996-04-01,
702,640,011,7 Hour E7,0,0,0,15,1,2,1996-04-01,
703,153,012,DM8 23.00-07.00 hrs BST,0,0,0,14,1,2,1996-04-01,
704,660,012,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
705,703,012,Off-Peak,0,0,0,14,1,1,1996-04-01,
706,724,012,7-Hour E7,0,0,0,15,7,2,1996-04-01,
707,773,012,Timeswitch 23:00-07:00;12:30-15:30 GMT,0,0,0,14,1,1,1996-04-01,
708,876,012,O/P -FX- 10.5HRS NON - PROG TELE/S,0,0,0,8,1,1,1996-04-01,
709,898,012,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
710,931,012,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
711,1005,012,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
712,748,012,Prepayment Two Rate,0,0,0,8,2,2,1996-04-01,
713,660,013,Dynamic-htg units,0,0,0,8,1,1,1996-04-01,
714,703,013,Off-Peak,0,0,0,14,1,1,1996-04-01,
715,724,013,8-Hour E7,0,0,0,14,1,2,1996-04-01,
716,773,013,Timeswitch 23:00-07:00;13:00-16:00 GMT,0,0,0,14,1,1,1996-04-01,
717,876,013,O/P -FC- 8HRS +2.5HRS PROG TELE/S,0,0,0,9,1,1,1996-04-01,
718,898,013,8.5 Hour White Meter,0,0,0,8,1,2,1996-04-01,
719,931,013,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
720,1005,013,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
721,675,013,8.5 Hr White Meter,0,0,0,8,1,2,1996-04-01,
722,660,014,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
723,703,014,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
724,724,014,8-Hour E7,0,0,0,14,7,2,1996-04-01,
725,773,014,Timeswitch As MTC13 + Sat pm & all day Sun,0,0,0,14,1,1,1996-04-01,
726,876,014,O/P -FC- 8HRS +2.5HRS TELE/S NON - PROG,0,0,0,8,1,1,1996-04-01,
727,898,014,8.5 Hour White Meter,0,0,0,8,7,2,1996-04-01,
728,931,014,11 Hour Off Peak -TS,0,0,0,14,1,1,1996-04-01,
729,1005,014,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
730,153,015,Unrestricted,0,0,0,14,1,1,1996-04-01,
731,660,015,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
732,703,015,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
733,724,015,8-Hour E7,0,0,0,15,1,2,1996-04-01,
734,773,015,4 - rate SToD,0,0,0,14,1,4,1996-04-01,
735,792,015,5 rate STOD,0,0,0,15,1,5,1996-04-01,
736,876,015,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
737,898,015,8.5 Hour White Meter,0,0,0,9,1,2,1996-04-01,
738,931,015,11.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
739,1005,015,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
740,675,015,8.5 Hr White Meter,0,0,0,9,1,2,1996-04-01,
741,153,016,STOD,0,0,0,15,1,4,1996-04-01,
742,660,016,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
743,703,016,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
744,724,016,8-Hour E7,0,0,0,15,7,2,1996-04-01,
745,773,016,4 - rate SToD,0,0,0,15,1,4,1996-04-01,
746,848,016,7 Hour E7 Split Regime,0,0,0,8,1,2,1996-04-01,
747,876,016,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
748,898,016,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
749,931,016,8.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
750,1005,016,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
751,153,017,split e7 timeswitched,0,0,0,15,1,2,1996-04-01,
752,660,017,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
753,703,017,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
754,724,017,14-Hour E7,0,0,0,14,1,2,1996-04-01,
755,792,017,E7 Token RTS Grp 37,0,0,0,8,8,2,1996-04-01,
756,876,017,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
757,898,017,8.5 Hour White Meter,0,0,0,8,1,2,1996-04-01,
758,931,017,9 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
759,1005,017,NHH non-prog 1r credit meter and T/S,0,0,0,14,1,1,1996-04-01,
760,675,017,8.5 Hr White Meter,0,0,0,8,1,2,1996-04-01,
761,660,018,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
762,703,018,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
763,724,018,14-Hour E7,0,0,0,14,7,2,1996-04-01,
764,792,018,E7 Token T/S,0,0,0,14,8,2,1996-04-01,
765,876,018,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
766,898,018,8.5 Hour White Meter,0,0,0,8,7,2,1996-04-01,
767,931,018,9 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
768,1005,018,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
769,153,019,DM8 23.00-07.00 hrs BST,0,0,0,15,1,2,1996-04-01,
770,660,019,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
771,703,019,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
772,724,019,14-Hour E7,0,0,0,15,1,2,1996-04-01,
773,792,019,Evening and W/E T/S,0,0,0,14,1,2,1996-04-01,
774,876,019,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB PROG TEL/S,0,0,0,9,1,1,1996-04-01,
775,898,019,8.5 Hour White Meter,0,0,0,9,1,2,1996-04-01,
776,931,019,8.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
777,1005,019,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
778,675,019,8.5 Hr White Meter,0,0,0,9,1,2,1996-04-01,
779,660,020,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
780,703,020,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
781,724,020,14-Hour E7,0,0,0,15,7,2,1996-04-01,
782,773,020,"7 hr E7, 00:00-07:00 GMT, teleswitch ( code 21)",0,0,0,8,2,2,1996-04-01,
783,876,020,O/P-A-24HRS MAR-OCT 12HRS NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
784,898,020,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
785,931,020,12.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
786,1005,020,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
787,660,021,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
788,703,021,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
789,748,021,Restricted,0,0,0,14,1,1,1996-04-01,
790,792,021,E7 RTS Grp 42,0,0,0,8,1,2,1996-04-01,
791,898,021,8.5 Hour White Meter,0,0,0,8,1,2,1996-04-01,
792,931,021,12.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
793,1005,021,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
794,876,021,"Economy 7, 23:30 - 06:30",0,0,0,15,2,2,1996-04-01,
795,692,021,CycloControl Demand Controlled,0,0,0,15,1,2,1996-04-01,
796,675,021,8.5 Hr White Meter,0,0,0,8,1,2,1996-04-01,
797,640,021,CycloControl Demand Controlled,0,0,0,15,1,2,1996-04-01,
798,153,022,Unrestricted,0,0,0,15,1,1,1996-04-01,
799,660,022,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
800,703,022,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
801,748,022,Domestic Restricted,0,0,0,14,1,1,1996-04-01,
802,848,022,9 hr W.M.,0,0,0,14,1,2,1996-04-01,
803,898,022,8.5 Hour White Meter,0,0,0,8,7,2,1996-04-01,
804,931,022,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
805,1005,022,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
806,876,022,"Economy 7, 00:00 - 07:00",0,0,0,15,2,2,1996-04-01,
807,692,022,CycloControl Demand Controlled,0,0,0,15,1,2,1996-04-01,
808,640,022,CycloControl Demand Controlled,0,0,0,15,1,2,1996-04-01,
809,153,023,split e7 teleswitched,0,0,0,8,1,2,1996-04-01,
810,660,023,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
811,703,023,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
812,748,023,Non Domestic Restricted,0,0,0,14,1,1,1996-04-01,
813,792,023,E7 PPM Token RTS Grp 42,0,0,0,8,8,2,1996-04-01,
814,876,023,O/P-BC-24HRS MAR-OCT 12+2.5 HR NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
815,898,023,8.5 Hour White Meter,0,0,0,9,1,2,1996-04-01,
816,931,023,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
817,1005,023,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
818,675,023,8.5 Hr White Meter,0,0,0,9,1,2,1996-04-01,
819,153,024,split e7 teleswitched,0,0,0,8,1,2,1996-04-01,
820,660,024,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
821,703,024,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
822,748,024,Restricted,0,0,0,14,1,1,1996-04-01,
823,773,024,"7 hr E7, 00:00-07:00 GMT, teleswitch ( code 22)",0,0,0,8,2,2,1996-04-01,
824,848,024,9hr W.M. Differential Switching,0,0,0,8,1,2,1996-04-01,
825,876,024,O/P-BC-24HR MAR-OCT 12+2.5 NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
826,898,024,8.5 Hour White Meter,0,0,0,9,7,2,1996-04-01,
827,931,024,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
828,1005,024,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
829,153,025,EWE7 Telemeter,0,0,0,8,1,3,1996-04-01,
830,660,025,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
831,703,025,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
832,724,025,7-Hour Variable E7,0,0,0,8,1,2,1996-04-01,
833,748,025,"OP3, B12ii Credit",0,0,0,15,1,1,1996-04-01,
834,876,025,O/P-B- 12+2.5HR NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
835,898,025,8.5 Hour WM (HWR) Tenant,0,0,0,8,1,2,1996-04-01,
836,931,025,15.5 Hour Off Peak - TS,0,0,0,14,1,1,1996-04-01,
837,1005,025,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
838,153,026,split e7 teleswitched,0,0,0,9,1,2,1996-04-01,
839,660,026,E8 23.30-07.30,0,0,0,8,1,2,1996-04-01,
840,703,026,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
841,724,026,7-Hour Variable E7,0,0,0,8,7,2,1996-04-01,
842,748,026,B12b 2 Rate Credit,0,0,0,14,1,2,1996-04-01,
843,792,026,E7 PPM Token RTS Grp 58,0,0,0,8,8,2,1996-04-01,
844,876,026,O/P-B-12+2.5 NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
845,898,026,8.5 Hour WM (HWR) Tenant,0,0,0,8,7,2,1996-04-01,
846,931,026,3 Rate StoD (+MD),0,0,0,14,1,3,1996-04-01,
847,1005,026,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
848,153,027,split e7 teleswitched,0,0,0,9,1,2,1996-04-01,
849,660,027,E8 23.30-07.30,0,0,0,9,1,2,1996-04-01,
850,703,027,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
851,724,027,7-Hour Variable E7,0,0,0,9,1,2,1996-04-01,
852,773,027,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 23)",0,0,0,8,2,2,1996-04-01,
853,792,027,E7 Evening and W/E RTS Grp 61,0,0,0,8,1,3,1996-04-01,
854,848,027,Off Peak 12 hr  Summer and Weekend,0,0,0,14,1,1,1996-04-01,
855,876,027,O/P-B- 12+2.5HR NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
856,898,027,8.5 Hour WM (HWR) Tenant,0,0,0,9,1,2,1996-04-01,
857,931,027,3 Rate StoD (+MD),0,0,0,15,1,3,1996-04-01,
858,1005,027,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
859,153,028,EWE7 Telemeter,0,0,0,9,1,3,1996-04-01,
860,660,028,E8 23.30-07.30,0,0,0,8,8,2,1996-04-01,
861,703,028,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
862,724,028,7-Hour Variable E7,0,0,0,9,7,2,1996-04-01,
863,876,028,O/P-B- 12+2.5 NOV-FEB NON- PROG TELE/S,0,0,0,8,1,1,1996-04-01,
864,898,028,8.5 Hour WM (HWR) Tenant,0,0,0,9,7,2,1996-04-01,
865,1005,028,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
866,153,029,EWE 19.30-07.30 BST,0,0,0,14,1,2,1996-04-01,
867,660,029,"E8 22.30-23.30,00.30-07.30",0,0,0,8,1,2,1996-04-01,
868,703,029,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
869,724,029,7-Hour Variable E7,0,0,0,8,1,2,1996-04-01,
870,848,029,Off Peak 10hr and Weekend,0,0,0,14,1,1,1996-04-01,
871,876,029,O/P-BX- 24HRS MAR-OCT 14.5HRS NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
872,898,029,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
873,931,029,4 Rate StoD - TS (+MD),0,0,0,14,1,4,1996-04-01,
874,1005,029,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
875,153,030,EWE 19.30-07.30 BST,0,0,0,15,1,2,1996-04-01,
876,660,030,"E8 22.30-23.30,00.30-07.30",0,0,0,9,1,2,1996-04-01,
877,703,030,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
878,724,030,7-Hour Variable E7,0,0,0,8,7,2,1996-04-01,
879,773,030,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 24)",0,0,0,8,2,2,1996-04-01,
880,876,030,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
881,898,030,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
882,931,030,4 Rate StoD - TS (+MD),0,0,0,15,1,4,1996-04-01,
883,1005,030,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
884,792,030,E7 RTS GRP 22,0,0,0,8,1,2,1996-04-01,
885,153,031,"EWE7 00.30-0730,19.30-00.30 BST",0,0,0,14,1,3,1996-04-01,
886,660,031,"E8 22.30-23.30,00.30-07.30",0,0,0,8,8,2,1996-04-01,
887,703,031,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
888,724,031,7-Hour Variable E7,0,0,0,9,1,2,1996-04-01,
889,748,031,Evening/Weekend Supply,0,0,0,14,1,2,1996-04-01,
890,773,031,Teleswitch 01:30-06:30/14:00-16:00 GMT (code 35),0,0,0,8,1,2,1996-04-01,
891,876,031,O/P-BC-24HRS MAR-OCT 12+2.5HR NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
892,898,031,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
893,931,031,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
894,1005,031,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
895,792,031,E7 RTS GRP 33,0,0,0,8,1,2,1996-04-01,
896,153,032,"EWE7 00.30-0730,19.30-00.30 BST",0,0,0,15,1,3,1996-04-01,
897,660,032,"E8 22.30-23.30,00.30-07.30",0,0,0,8,1,2,1996-04-01,
898,724,032,7-Hour Variable E7,0,0,0,9,7,2,1996-04-01,
899,748,032,LV MD Two Rate Tariff,0,0,0,14,1,4,1996-04-01,
900,773,032,Teleswitch 01:30-06:30/14:00-16:00 GMT (code 36),0,0,0,8,1,2,1996-04-01,
901,876,032,O/P-BC-24HR MAR-OCT 12+2.5 NOV-FEB NON-PROG TELE/S,0,0,0,8,1,1,1996-04-01,
902,898,032,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
903,931,032,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
904,1005,032,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
905,792,032,E7 RTS GRP 34,0,0,0,8,1,2,1996-04-01,
906,153,033,E7 01.00-08.00 BST,0,0,0,14,1,2,1996-04-01,
907,660,033,"E8 22.30-23.30,00.30-07.30",0,0,0,9,1,2,1996-04-01,
908,703,033,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
909,724,033,2 rate SToD,0,0,0,14,1,2,1996-04-01,
910,748,033,MD Two Rate Tariff,0,0,0,15,1,4,1996-04-01,
911,773,033,"7 hr Heat, 00:00-07:00 BST, teleswitch",0,0,0,8,1,2,1996-04-01,
912,848,033,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
913,876,033,O/P-BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
914,898,033,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
915,931,033,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
916,1005,033,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
917,792,033,E7 RTS GRP 35,0,0,0,8,1,2,1996-04-01,
918,153,034,E7 01.00-08.00 BST,0,0,0,15,1,2,1996-04-01,
919,660,034,"E8 22.30-23.30,00.30-07.30",0,0,0,8,8,2,1996-04-01,
920,703,034,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
921,724,034,2 rate SToD,0,0,0,15,1,2,1996-04-01,
922,748,034,MD Two Rate Tariff,0,0,0,15,1,6,1996-04-01,
923,876,034,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
924,898,034,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
925,931,034,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
926,1005,034,NHH prog 1r credit meter and T/S,0,0,0,15,1,1,1996-04-01,
927,792,034,E7 RTS GRP 36,0,0,0,8,1,2,1996-04-01,
928,660,035,"E8 23.30-00.30,01.30-08.30",0,0,0,8,1,2,1996-04-01,
929,703,035,"Cyclocontrol, Demand Controlled",0,0,0,15,1,1,1996-04-01,
930,748,035,A3 Credit 6 Rate,0,0,0,14,1,6,1996-04-01,
931,848,035,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
932,876,035,O/P -BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TIME/S,0,0,0,15,1,1,1996-04-01,
933,898,035,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
934,931,035,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
935,1005,035,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
936,792,035,E10 RTS Group 10,0,0,0,8,1,2,1996-04-01,
937,660,036,"E8 23.30-00.30,01.30-08.30",0,0,0,9,1,2,1996-04-01,
938,703,036,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
939,748,036,Domestic Prepayment Unrestricted,0,0,0,15,6,1,1996-04-01,
940,876,036,O/P-BX-24HR MAR-OCT 14.5HR NOV-FEB NON-PROG TIME/S,0,0,0,14,1,1,1996-04-01,
941,898,036,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
942,931,036,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
943,1005,036,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
944,660,037,"E8 23.30-00.30,01.30-08.30",0,0,0,8,8,2,1996-04-01,
945,703,037,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
946,748,037,Domestic Prepayment Unrestricted,0,0,0,15,6,1,1996-04-01,
947,773,037,"7 hr E7, 00:00-07:00 GMT, timeswitch",0,0,0,14,2,2,1996-04-01,
948,848,037,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
949,898,037,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
950,931,037,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
951,1005,037,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
952,876,037,"7 hr E7, 00:00-07:00 GMT, timeswitch",0,0,0,14,2,2,1996-04-01,
953,660,038,"E8 23.30-00.30,01.30-08.30",0,0,0,8,1,2,1996-04-01,
954,703,038,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
955,748,038,Domestic Prepayment Two Rate,0,0,0,14,7,2,1996-04-01,
956,898,038,8.5 Hour WM (HWR) Landlord,0,0,0,9,1,1,1996-04-01,
957,931,038,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
958,1005,038,NHH non-prog 1r credit meter and RTS,0,0,0,8,1,1,1996-04-01,
959,876,038,Domestic Prepayment Two Rate,0,0,0,14,7,2,1996-04-01,
960,675,038,Domestic two rate P/P,0,0,0,14,7,2,1996-04-01,
961,660,039,"E8 23.30-00.30,01.30-08.30",0,0,0,9,1,2,1996-04-01,
962,703,039,"Cyclocontrol, Demand Controlled",0,0,0,14,1,1,1996-04-01,
963,724,039,3 rate variable,0,0,0,8,1,3,1996-04-01,
964,748,039,E7 Token 2 Rate,0,0,0,14,7,2,1996-04-01,
965,848,039,Off Peak (8 + 3)hr,0,0,0,14,1,1,1996-04-01,
966,876,039,O/P-BX-24HRS MAR-OCT 14.5HRS NOV-FEB PROG TELE/S,0,0,0,9,1,1,1996-04-01,
967,898,039,8.5 Hour WM (HWR) Landlord,0,0,0,8,1,1,1996-04-01,
968,931,039,7 Hour E7 - RTS,0,0,0,8,1,2,1996-04-01,
969,1005,039,NHH prog 1r credit meter and RTS,0,0,0,9,1,1,1996-04-01,
970,660,040,"E8 23.30-00.30,01.30-08.30",0,0,0,8,8,2,1996-04-01,
