"Meter Timeswitch Class Id","Effective From Settlement Date {MTC}","Market Participant Id","Effective From Settlement Date {MTCPA}","Line Loss Factor Class Id","Effective From Settlement Date {VMTCLC}","Effective To Settlement Date {VMTCLC}"
"714","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"714","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"714","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"715","01/04/1996","EMEB","01/04/1996","58","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","59","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","60","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","61","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","919","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","920","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","921","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","922","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","923","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","924","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","925","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","926","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","927","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","928","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","929","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","930","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","931","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","932","01/04/1996",""
"715","01/04/1996","EMEB","01/04/1996","933","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","934","01/04/1996","01/04/2005"
"715","01/04/1996","EMEB","01/04/1996","935","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","936","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","937","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","938","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","939","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","940","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","941","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","942","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","943","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","944","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","945","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","946","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","947","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","948","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","949","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","950","01/04/1996","31/10/1998"
"715","01/04/1996","EMEB","01/04/1996","951","01/04/1996","31/03/1999"
"715","01/04/1996","EMEB","01/04/1996","952","01/04/1996","31/03/1999"
"715","01/04/1996","EMEB","01/04/1996","990","01/01/2002",""
"715","01/04/1996","EMEB","01/04/1996","991","01/01/2002",""
"715","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"715","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"715","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"716","01/04/1996","EMEB","01/04/1996","58","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","59","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","60","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","61","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","919","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","920","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","921","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","922","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","923","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","924","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","925","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","926","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","927","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","928","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","929","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","930","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","931","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","932","01/04/1996",""
"716","01/04/1996","EMEB","01/04/1996","933","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","934","01/04/1996","01/04/2005"
"716","01/04/1996","EMEB","01/04/1996","935","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","936","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","937","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","938","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","939","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","940","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","941","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","942","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","943","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","944","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","945","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","946","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","947","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","948","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","949","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","950","01/04/1996","31/10/1998"
"716","01/04/1996","EMEB","01/04/1996","951","01/04/1996","31/03/1999"
"716","01/04/1996","EMEB","01/04/1996","952","01/04/1996","31/03/1999"
"716","01/04/1996","EMEB","01/04/1996","990","01/01/2002",""
"716","01/04/1996","EMEB","01/04/1996","991","01/01/2002",""
"716","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"716","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"716","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"717","01/04/1996","EMEB","01/04/1996","58","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","59","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","60","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","61","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","919","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","920","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","921","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","922","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","923","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","924","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","925","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","926","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","927","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","928","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","929","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","930","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","931","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","932","01/04/1996",""
"717","01/04/1996","EMEB","01/04/1996","933","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","934","01/04/1996","01/04/2005"
"717","01/04/1996","EMEB","01/04/1996","935","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","936","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","937","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","938","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","939","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","940","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","941","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","942","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","943","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","944","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","945","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","946","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","947","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","948","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","949","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","950","01/04/1996","31/10/1998"
"717","01/04/1996","EMEB","01/04/1996","951","01/04/1996","31/03/1999"
"717","01/04/1996","EMEB","01/04/1996","952","01/04/1996","31/03/1999"
"717","01/04/1996","EMEB","01/04/1996","990","01/01/2002",""
"717","01/04/1996","EMEB","01/04/1996","991","01/01/2002",""
"717","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"717","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"717","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"718","01/04/1996","EMEB","01/04/1996","58","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","59","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","60","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","61","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","919","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","920","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","921","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","922","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","923","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","924","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","925","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","926","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","927","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","928","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","929","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","930","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","931","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","932","01/04/1996",""
"718","01/04/1996","EMEB","01/04/1996","933","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","934","01/04/1996","01/04/2005"
"718","01/04/1996","EMEB","01/04/1996","935","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","936","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","937","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","938","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","939","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","940","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","941","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","942","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","943","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","944","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","945","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","946","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","947","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","948","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","949","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","950","01/04/1996","31/10/1998"
"718","01/04/1996","EMEB","01/04/1996","951","01/04/1996","31/03/1999"
"718","01/04/1996","EMEB","01/04/1996","952","01/04/1996","31/03/1999"
"718","01/04/1996","EMEB","01/04/1996","990","01/01/2002",""
"718","01/04/1996","EMEB","01/04/1996","991","01/01/2002",""
"718","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"718","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"718","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"727","01/04/1996","EMEB","01/04/1996","62","01/04/1996","31/10/1998"
"727","01/04/1996","EMEB","01/04/1996","802","01/11/1998",""
"727","01/04/1996","EMEB","01/04/1996","803","01/11/1998",""
"845","01/04/1996","EELC","01/04/1996","8","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","72","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","78","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","80","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","84","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","86","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","87","01/04/1996",""
"845","01/04/1996","EELC","01/04/1996","902","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","903","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","914","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","915","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","916","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","917","01/04/2005",""
"845","01/04/1996","EELC","01/04/1996","918","01/04/2005",""
"845","01/04/1996","EMEB","01/04/1996","58","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","59","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","60","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","61","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","63","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","64","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","65","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","66","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","67","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","68","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","69","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","70","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","71","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","72","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","73","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","74","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","75","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","76","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","77","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","600","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","601","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","602","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","603","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","604","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","605","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","606","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","607","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","608","01/11/1998","31/01/2002"
"845","01/04/1996","EMEB","01/04/1996","609","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","610","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","611","02/03/2001",""
"845","01/04/1996","EMEB","01/04/1996","612","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","613","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","614","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","615","24/03/2006",""
"845","01/04/1996","EMEB","01/04/1996","616","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","617","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","618","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","619","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","620","28/07/2006",""
"845","01/04/1996","EMEB","01/04/1996","621","11/06/2007",""
"845","01/04/1996","EMEB","01/04/1996","622","11/01/2008",""
"845","01/04/1996","EMEB","01/04/1996","629","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","630","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","631","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","632","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","824","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","825","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","826","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","827","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","828","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","829","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","830","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","835","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","836","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","837","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","838","01/11/1998","31/01/2002"
"845","01/04/1996","EMEB","01/04/1996","839","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","840","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","841","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","842","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","843","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","844","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","845","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","846","01/04/1999",""
"845","01/04/1996","EMEB","01/04/1996","847","01/04/1999",""
"845","01/04/1996","EMEB","01/04/1996","848","01/04/1999",""
"845","01/04/1996","EMEB","01/04/1996","849","02/03/2001",""
"845","01/04/1996","EMEB","01/04/1996","851","02/03/2001",""
"845","01/04/1996","EMEB","01/04/1996","852","02/03/2001",""
"845","01/04/1996","EMEB","01/04/1996","853","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","854","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","855","20/12/2002",""
"845","01/04/1996","EMEB","01/04/1996","856","21/10/2005",""
"845","01/04/1996","EMEB","01/04/1996","857","24/03/2006",""
"845","01/04/1996","EMEB","01/04/1996","858","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","859","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","860","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","861","26/05/2006",""
"845","01/04/1996","EMEB","01/04/1996","862","28/07/2006",""
"845","01/04/1996","EMEB","01/04/1996","863","06/10/2006",""
"845","01/04/1996","EMEB","01/04/1996","864","11/06/2007",""
"845","01/04/1996","EMEB","01/04/1996","865","11/01/2008",""
"845","01/04/1996","EMEB","01/04/1996","866","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","867","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","868","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","869","05/02/2008",""
"845","01/04/1996","EMEB","01/04/1996","919","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","920","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","921","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","922","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","923","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","924","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","925","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","926","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","927","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","928","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","929","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","930","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","931","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","932","01/04/1996",""
"845","01/04/1996","EMEB","01/04/1996","933","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","934","01/04/1996","01/04/2005"
"845","01/04/1996","EMEB","01/04/1996","935","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","936","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","937","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","938","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","939","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","940","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","941","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","942","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","943","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","944","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","945","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","946","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","947","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","948","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","949","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","950","01/04/1996","31/10/1998"
"845","01/04/1996","EMEB","01/04/1996","951","01/04/1996","31/03/1999"
"845","01/04/1996","EMEB","01/04/1996","952","01/04/1996","31/03/1999"
"845","01/04/1996","EMEB","01/04/1996","988","01/04/2005",""
"845","01/04/1996","EMEB","01/04/1996","989","01/04/2005",""
"845","01/04/1996","EMEB","01/04/1996","990","01/01/2002",""
"845","01/04/1996","EMEB","01/04/1996","991","01/01/2002",""
"845","01/04/1996","EMEB","01/04/1996","997","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","998","01/11/1998",""
"845","01/04/1996","EMEB","01/04/1996","999","01/11/1998",""
"845","01/04/1996","GUCL","08/07/2005","100","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","110","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","120","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","130","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","140","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","150","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","160","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","167","01/04/2008",""
"845","01/04/1996","GUCL","08/07/2005","170","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","180","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","190","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","200","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","210","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","220","08/07/2005",""
"845","01/04/1996","GUCL","08/07/2005","230","08/07/2005",""
"845","01/04/1996","HYDE","01/04/1996","380","09/07/2004",""
"845","01/04/1996","HYDE","01/04/1996","386","09/07/2004",""
"845","01/04/1996","HYDE","01/04/1996","500","01/04/1996",""
"845","01/04/1996","HYDE","01/04/1996","503","11/03/2008",""
"845","01/04/1996","HYDE","01/04/1996","510","01/04/1996","28/04/2006"
"845","01/04/1996","HYDE","01/04/1996","600","01/04/1996",""
"845","01/04/1996","HYDE","01/04/1996","603","11/03/2008",""
"845","01/04/1996","HYDE","01/04/1996","610","01/04/1996","28/04/2006"
"845","01/04/1996","HYDE","01/04/1996","700","01/04/1996",""
"845","01/04/1996","HYDE","01/04/1996","701","01/04/1996","28/04/2006"
"845","01/04/1996","HYDE","01/04/1996","909","08/07/2005",""
"845","01/04/1996","HYDE","01/04/1996","910","08/07/2005",""
"845","01/04/1996","IPNL","03/06/2005","100","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","102","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","110","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","112","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","120","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","122","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","130","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","132","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","140","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","142","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","150","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","152","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","160","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","162","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","170","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","172","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","180","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","182","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","190","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","192","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","200","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","202","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","210","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","212","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","220","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","222","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","230","12/10/2007",""
"845","01/04/1996","IPNL","03/06/2005","232","12/10/2007",""
"845","01/04/1996","LENG","01/04/2005","7","01/04/2005",""
"845","01/04/1996","LENG","01/04/2005","8","01/04/2005",""
"845","01/04/1996","LENG","01/04/2005","17","14/05/2007",""
"845","01/04/1996","LENG","01/04/2005","18","14/05/2007",""
"845","01/04/1996","LENG","01/04/2005","61","24/03/2006",""
"845","01/04/1996","LENG","01/04/2005","62","24/03/2006",""
"845","01/04/1996","LENG","01/04/2005","64","14/05/2007",""
"845","01/04/1996","LOND","01/04/1996","0","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","1","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","2","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","3","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","4","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","5","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","6","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","7","01/04/1996",""
"845","01/04/1996","LOND","01/04/1996","8","01/04/1996",""
