id,dno_id,code,description,has_related_metering,has_comms,is_hh,meter_type_id,meter_payment_type_id,tpr_count,valid_from,valid_to
735,1100,059,Weathercall (HWR) Landlord,0,0,0,8,0,1,1996-03-31 23:00:00+00,
736,1246,059,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
737,1078,059,Prepayment Two Rate,0,0,0,8,6,2,2003-12-09 00:00:00+00,
738,865,059,Key Meter,0,0,0,15,1,2,2006-04-27 23:00:00+00,
739,826,059,7 Hour E7,0,0,0,8,0,2,2006-12-22 00:00:00+00,
740,159,059,"Economy 7, 23.30 - 06.30",0,0,0,15,0,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
741,763,059,7 Hour E7,0,0,0,8,0,2,2014-09-16 23:00:00+00,
742,1171,059,7 Hour E7,0,0,0,8,0,2,2017-04-18 23:00:00+00,
743,751,059,7 Hour E7,0,0,0,8,0,2,2017-11-15 00:00:00+00,
744,842,060,"Economy 7, 23.30 - 06.30",0,0,0,14,0,2,1996-03-31 23:00:00+00,
745,1100,060,Weathercall (HWR) Landlord,0,0,0,9,0,1,1996-03-31 23:00:00+00,
746,1138,060,E 7 D & N (3 rate) - TS,0,0,0,15,0,3,1996-03-31 23:00:00+00,
747,1246,060,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
748,1078,060,Domestic Prepayment Two Rate,0,0,0,8,6,2,2003-12-09 00:00:00+00,
749,826,060,7 Hour E7,0,0,0,14,0,2,2006-12-22 00:00:00+00,
750,865,060,Twin Element Key Meter,0,0,0,8,1,3,2008-03-11 00:00:00+00,
751,159,060,"Economy 7, 23.30 - 06.30",0,0,0,14,0,2,2009-04-15 23:00:00+00,2014-12-17 23:30:00+00
752,763,060,7 Hour E7,0,0,0,14,0,2,2014-09-16 23:00:00+00,
753,1171,060,7 Hour E7,0,0,0,14,0,2,2017-04-18 23:00:00+00,
754,751,060,7 Hour E7,0,0,0,14,0,2,2018-02-14 00:00:00+00,
755,842,061,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
756,1038,061,Grain Drying,0,0,0,14,0,1,1996-03-31 23:00:00+00,
757,1100,061,Weathercall (HWR) Landlord,0,0,0,8,0,1,1996-03-31 23:00:00+00,
758,1246,061,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
759,1078,061,E7 Token RTS Grp 37,0,0,0,8,7,2,2003-12-09 00:00:00+00,
760,805,061,Domestic Economy 7 p/P,0,0,0,8,7,2,2008-04-09 23:00:00+00,
761,865,061,Twin Element Key Meter,0,0,0,9,1,2,2008-04-09 23:00:00+00,
762,897,061,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2011-12-14 00:00:00+00,
763,751,061,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,0,2017-11-15 00:00:00+00,
764,842,062,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
765,1100,062,Weathercall (HWR) Landlord,0,0,0,9,0,1,1996-03-31 23:00:00+00,
766,1138,062,Non Std Off Pk (8 + 3 Hr) - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
767,1246,062,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
768,1078,062,E7 Token T/S,0,0,0,14,7,2,2003-12-09 00:00:00+00,
769,865,062,HWR 7hr Heat,0,0,0,14,0,1,2011-04-19 23:00:00+00,
770,897,062,Three Rate Time of Day,0,1,0,18,0,3,2011-12-14 00:00:00+00,
771,751,062,Three Rate Time of Day,0,1,0,18,0,0,2017-11-15 00:00:00+00,
772,842,063,Off-Peak,0,0,0,14,0,1,1996-03-31 23:00:00+00,
773,1038,063,Grain Drying,0,0,0,14,0,1,1996-03-31 23:00:00+00,
774,1100,063,Weathercall (HWR) Landlord,0,0,0,8,0,1,1996-03-31 23:00:00+00,
775,1138,063,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
776,1246,063,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
777,1078,063,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 21)",0,0,0,8,1,2,2003-12-09 00:00:00+00,
778,805,063,Domestic restricted P/P,0,0,0,8,1,2,2008-04-09 23:00:00+00,
779,865,063,HWR 7hr Heat,0,0,0,15,0,1,2011-04-19 23:00:00+00,
780,897,063,Evening Weekend,0,1,0,18,0,2,2011-12-14 00:00:00+00,
781,751,063,Evening Weekend,0,1,0,18,0,0,2017-11-15 00:00:00+00,
782,1038,064,STOD,0,0,0,15,0,4,1996-03-31 23:00:00+00,
783,1078,064,2 RATE 7HRS NIGHT PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
784,1100,064,Weathercall (HWR) Landlord,0,0,0,9,0,1,1996-03-31 23:00:00+00,
785,1138,064,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
786,1246,064,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
787,751,064,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
788,1078,065,2 RATE 7HRS NIGHT NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
789,1100,065,Weathercall (HWR) Landlord,0,0,0,8,0,1,1996-03-31 23:00:00+00,
790,1138,065,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
791,1246,065,NHH prog 1r meter and T/S and token acceptor,0,0,0,15,7,1,1996-03-31 23:00:00+00,
792,751,065,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
793,934,066,"7 hr Heat, 00:00-07:00 BST, teleswitch",0,0,0,9,0,2,1996-03-31 23:00:00+00,
794,1038,066,STOD,0,0,0,15,0,2,1996-03-31 23:00:00+00,
795,1078,066,M2 2 RATE 7 HRS NIGHT0000 TO 7.00,0,0,0,9,0,2,1996-03-31 23:00:00+00,
796,1100,066,Weathercall (HWR) Landlord,0,0,0,9,0,1,1996-03-31 23:00:00+00,
797,1138,066,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
798,1246,066,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
799,751,066,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
800,1038,067,Evening  Weekend and Night,0,0,0,9,0,3,1996-03-31 23:00:00+00,
801,1100,067,Weathercall (HWR) Landlord,0,0,0,8,0,1,1996-03-31 23:00:00+00,
802,1138,067,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
803,1246,067,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
804,1078,067,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 22)",0,0,0,8,1,2,2003-12-09 00:00:00+00,
805,805,067,Domestic restricted P/P,0,0,0,8,1,2,2008-04-09 23:00:00+00,
806,751,067,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
807,1038,068,Evening  Weekend and Night,0,0,0,8,0,3,1996-03-31 23:00:00+00,
808,1100,068,Weathercall (HWR) Landlord,0,0,0,9,0,1,1996-03-31 23:00:00+00,
809,1138,068,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
810,1246,068,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
811,1078,068,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 23)",0,0,0,8,1,2,2003-12-09 00:00:00+00,
812,751,068,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
813,1038,069,Evening  Weekend and Night,0,0,0,9,0,3,1996-03-31 23:00:00+00,
814,1100,069,CPWM (PCR),0,0,0,8,6,2,1996-03-31 23:00:00+00,
815,1138,069,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
816,1246,069,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
817,1078,069,"7 hr E7, 00:00-07:00 GMT, teleswitch (code 24)",0,0,0,8,1,2,2003-12-09 00:00:00+00,
818,751,069,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
819,1038,070,Evening  Weekend and Night,0,0,0,8,0,3,1996-03-31 23:00:00+00,
820,1078,070,HH code 3 WITH COMMS,0,1,1,5,0,0,1996-03-31 23:00:00+00,
821,1100,070,CPWM (PCR),0,0,0,9,6,2,1996-03-31 23:00:00+00,
822,1138,070,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
823,1246,070,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
824,865,070,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2011-12-14 00:00:00+00,
825,751,070,7 Hour Off Pk - RTS,0,0,0,8,0,0,2018-02-14 00:00:00+00,
826,1078,071,2 RATE 8HRS NIGHT PROG TIME/S,0,0,0,15,0,2,1996-03-31 23:00:00+00,
827,1100,071,3 rate SToD,0,0,0,14,0,3,1996-03-31 23:00:00+00,
828,1138,071,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
829,1246,071,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
830,759,071,3 rate SToD,0,0,0,14,0,3,2008-11-04 00:00:00+00,
831,826,071,3 rate STOD,0,0,0,14,0,3,2008-11-04 00:00:00+00,
832,865,071,Three Rate Time of Day,0,1,0,18,0,3,2011-12-14 00:00:00+00,
833,763,071,3 rate STOD,0,0,0,14,0,3,2014-09-16 23:00:00+00,
834,1171,071,3 rate STOD,0,0,0,14,0,3,2017-09-19 23:00:00+00,
835,751,071,3 rate STOD,0,0,0,14,0,3,2018-02-14 00:00:00+00,
836,1078,072,2 RATE 8HRS NIGHT NON- PROG TIME/S,0,0,0,14,0,2,1996-03-31 23:00:00+00,
837,1100,072,3 rate SToD,0,0,0,15,0,3,1996-03-31 23:00:00+00,
838,1138,072,7 Hour Off Pk - RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
839,1246,072,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
840,759,072,3 rate SToD,0,0,0,15,0,3,2008-11-04 00:00:00+00,
841,826,072,3 rate STOD,0,0,0,15,0,3,2008-11-04 00:00:00+00,
842,865,072,Evening Weekend,0,1,0,18,0,2,2011-12-14 00:00:00+00,
843,763,072,3 rate STOD,0,0,0,15,0,3,2014-09-16 23:00:00+00,
844,1171,072,3 rate STOD,0,0,0,14,0,3,2017-09-19 23:00:00+00,
845,751,072,3 rate STOD,0,0,0,15,0,3,2018-02-14 00:00:00+00,
846,1078,073,2 RATE 8HRS NIGHT PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
847,1246,073,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
848,1038,074,Local Authority Heating,0,0,0,8,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
849,1078,074,2 RATE 8HRS NIGHT NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
850,1138,074,7 Hour Off Pk - TS,0,0,0,14,0,1,1996-03-31 23:00:00+00,
851,1246,074,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
852,751,074,7 Hour Off Pk - TS,0,0,0,14,0,0,2018-02-14 00:00:00+00,
853,1078,075,O/P -EC- 8HRS PROG TIME/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
854,1246,075,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
855,1038,076,Local Authority Heating,0,0,0,8,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
856,1078,076,O/P -EC- 8HRS NON - PROG TIME/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
857,1246,076,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
858,1078,077,O/P -E- 8HRS PROG TIME/S,0,0,0,15,0,1,1996-03-31 23:00:00+00,
859,1246,077,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
860,1078,078,O/P -E- 8HRS NON - PROG TIME/S,0,0,0,14,0,1,1996-03-31 23:00:00+00,
861,1246,078,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
862,1038,079,Budget Warmth,0,0,0,16,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
863,1078,079,O/P -E- 8HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
864,1246,079,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
865,1078,080,O/P -E- 8HRS NON - PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
866,1246,080,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
867,1038,081,Budget Warmth,0,0,0,16,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
868,1078,081,O/P -E- 8HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
869,1100,081,8.5 Hr WM Heating (Landlord),0,0,0,14,0,1,1996-03-31 23:00:00+00,
870,1246,081,NHH non-prog 1r meter and T/S and token acceptor,0,0,0,14,7,1,1996-03-31 23:00:00+00,
871,805,081,8.5 Hr White Meter Heating,0,0,0,14,0,1,2006-10-05 23:00:00+00,
872,1078,082,O/P -E- 8HRS NON - PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
873,1100,082,8.5 Hr WM Heating (Landlord),0,0,0,15,0,1,1996-03-31 23:00:00+00,
874,1246,082,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,7,1,1996-03-31 23:00:00+00,
875,805,082,8.5 Hr White Meter Heating,0,0,0,15,0,1,2006-10-05 23:00:00+00,
876,1038,083,Budget Warmth,0,0,0,16,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
877,1078,083,O/P -EC- 8HRS PROG TELE/S,0,0,0,9,0,1,1996-03-31 23:00:00+00,
878,1100,083,8.5 Hr WM Heating (Landlord),0,0,0,8,0,1,1996-03-31 23:00:00+00,
879,1246,083,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,7,1,1996-03-31 23:00:00+00,
880,805,083,8.5 Hr White Meter Heating,0,0,0,8,0,1,2006-10-05 23:00:00+00,
881,1078,084,O/P -EC- 8HRS NON - PROG TELE/S,0,0,0,8,0,1,1996-03-31 23:00:00+00,
882,1100,084,8.5 Hr WM Heating (Landlord),0,0,0,9,0,1,1996-03-31 23:00:00+00,
883,1246,084,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,7,1,1996-03-31 23:00:00+00,
884,805,084,8.5 Hr White Meter Heating,0,0,0,9,0,1,2006-10-05 23:00:00+00,
885,1038,085,Budget Warmth,0,0,0,16,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
886,1078,085,BUDGET WARMTH SOUTH UNMETERED,0,0,0,16,0,1,1996-03-31 23:00:00+00,
887,1100,085,8.5 Hr WM Heating (Landlord),0,0,0,8,0,1,1996-03-31 23:00:00+00,
888,1246,085,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,7,1,1996-03-31 23:00:00+00,
889,805,085,8.5 Hr White Meter Heating,0,0,0,8,0,1,2006-10-05 23:00:00+00,
890,1078,086,FLEXIHEAT DAY/EVENING/WEEKEND PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
891,1100,086,8.5 Hr WM Heating (Landlord),0,0,0,9,0,1,1996-03-31 23:00:00+00,
892,1246,086,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,7,1,1996-03-31 23:00:00+00,
893,805,086,8.5 Hr White Meter Heating,0,0,0,9,0,1,2006-10-05 23:00:00+00,
894,1038,087,Budget Warmth,0,0,0,16,0,1,1996-03-31 23:00:00+00,2016-01-20 23:30:00+00
895,1078,087,FLEXIHEAT DAY/EVENING/WEEKEND NON-PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
896,1100,087,8.5 Hr WM Heating (Landlord),0,0,0,8,0,1,1996-03-31 23:00:00+00,
897,1246,087,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,7,1,1996-03-31 23:00:00+00,
898,805,087,8.5 Hr White Meter Heating,0,0,0,8,0,1,2006-10-05 23:00:00+00,
899,1078,088,FLEXIHEAT WEATHER PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
900,1100,088,8.5 Hr WM Heating (Landlord),0,0,0,9,0,1,1996-03-31 23:00:00+00,
901,1246,088,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,7,1,1996-03-31 23:00:00+00,
902,805,088,8.5 Hr White Meter Heating,0,0,0,9,0,1,2006-10-05 23:00:00+00,
903,787,089,E8 23.30-07.30,0,0,0,8,0,2,1996-03-31 23:00:00+00,
904,1078,089,FLEXIHEAT WEATHER NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
905,1100,089,8.5 Hr WM Heating (Landlord),0,0,0,8,0,1,1996-03-31 23:00:00+00,
906,1246,089,NHH non-prog 1r meter and RTS and token acceptor,0,0,0,8,7,1,1996-03-31 23:00:00+00,
907,805,089,8.5 Hr White Meter Heating,0,0,0,8,0,1,2006-10-05 23:00:00+00,
908,826,089,E8 23.30-07.30,0,0,0,8,0,2,2012-09-18 23:00:00+00,
909,763,089,E8 23.30-07.30,0,0,0,8,0,2,2014-09-16 23:00:00+00,
910,1171,089,E8 23.30-07.30,0,0,0,8,0,2,2017-09-19 23:00:00+00,
911,751,089,E8 23.30-07.30,0,0,0,8,0,2,2018-08-14 23:00:00+00,
912,787,090,E8 23.30-07.30,0,0,0,9,0,2,1996-03-31 23:00:00+00,
913,1100,090,8.5 Hr WM Heating (Landlord),0,0,0,9,0,1,1996-03-31 23:00:00+00,
914,1246,090,NHH prog 1r meter and RTS,0,0,0,9,0,1,1996-03-31 23:00:00+00,
915,1078,090,E7 Token 2 Rate,0,0,0,14,6,2,2003-12-09 00:00:00+00,
916,805,090,8.5 Hr White Meter Heating,0,0,0,9,0,1,2006-10-05 23:00:00+00,
917,826,090,E8 23.30-07.30,0,0,0,9,0,2,2012-09-18 23:00:00+00,
918,763,090,E8 23.30-07.30,0,0,0,9,0,2,2014-09-16 23:00:00+00,
919,1171,090,E8 23.30-07.30,0,0,0,9,0,2,2017-09-19 23:00:00+00,
920,751,090,E8 23.30-07.30,0,0,0,9,0,2,2018-08-14 23:00:00+00,
921,787,091,E8 23.30-07.30,0,0,0,8,7,2,1996-03-31 23:00:00+00,
922,1078,091,BUDGET WARMTH NORTH UNMETERED,0,0,0,16,0,1,1996-03-31 23:00:00+00,
923,1100,091,8.5 Hr WM Heating (Landlord),0,0,0,8,0,1,1996-03-31 23:00:00+00,
924,1246,091,NHH non-prog 1r meter and RTS,0,0,0,8,0,1,1996-03-31 23:00:00+00,
925,805,091,8.5 Hr White Meter Heating,0,0,0,8,0,1,2006-10-05 23:00:00+00,
926,787,092,"2rate-low 04.00-07.00,13.30-15.30,19.00-22.00",0,0,0,14,0,2,1996-03-31 23:00:00+00,
927,1078,092,BUDGET WARMTH NORTH UNMETERED,0,0,0,16,0,1,1996-03-31 23:00:00+00,
928,1100,092,8.5 Hr WM Heating (Landlord),0,0,0,9,0,1,1996-03-31 23:00:00+00,
929,1246,092,NHH non-prog 1r token meter and RTS,0,0,0,8,7,1,1996-03-31 23:00:00+00,
930,805,092,8.5 Hr White Meter Heating,0,0,0,9,0,1,2006-10-05 23:00:00+00,
931,787,093,"2rate-low 04.00-07.00,13.30-15.30,19.00-22.00",0,0,0,14,7,2,1996-03-31 23:00:00+00,
932,1078,093,L/LORDS DOM HEATING TARIFF TELE/S PROG,0,0,0,9,0,2,1996-03-31 23:00:00+00,
933,1246,093,NHH non-prog 2r token meter and RTS,0,0,0,8,7,2,1996-03-31 23:00:00+00,
934,1100,093,Import / Export Meter,0,0,0,17,0,1,2002-08-08 23:00:00+00,
935,865,093,Import/Export,0,0,0,17,0,1,2007-06-10 23:00:00+00,
936,787,094,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,8,0,2,1996-03-31 23:00:00+00,
937,1078,094,L/LORDS DOM HEATING TARIFF TELE/S NON - PROG,0,0,0,8,0,2,1996-03-31 23:00:00+00,
938,1246,094,NHH prog 1r meter and RTS and token acceptor,0,0,0,9,7,1,1996-03-31 23:00:00+00,
939,1100,094,Economy 10,0,0,0,15,0,2,2004-03-31 23:00:00+00,
940,759,094,Economy 10,0,0,0,15,0,2,2008-05-06 23:00:00+00,
941,805,094,E10 metering,0,0,0,9,0,2,2011-12-14 00:00:00+00,
942,787,095,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,9,0,2,1996-03-31 23:00:00+00,
943,1078,095,L/LORDS NORTH TARIFF PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
944,1246,095,NHH prog 4r credit meter and RTS,0,0,0,15,0,4,1996-03-31 23:00:00+00,
945,1078,096,L/LORDS NORTH TARIFF NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
946,787,096,Eve/Wkend low rate 19.00-07.00wkdays & all wkend,0,0,0,8,7,2,1996-03-31 23:00:00+00,
947,1246,096,NHH 10hr split E10 GMT Prog,0,0,0,15,0,2,2001-05-24 23:00:00+00,
948,934,096,NHH 10hr split E10 GMT Prog,0,0,0,15,0,2,2007-03-31 23:00:00+00,
949,787,097,HVMD-low rate 23.30-7.30,0,0,0,14,0,2,1996-03-31 23:00:00+00,
950,1078,097,L/LORDS SOUTH TARIFF PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
951,787,098,HVMD-low rate 23.30-7.30,0,0,0,15,0,2,1996-03-31 23:00:00+00,
952,1078,098,L/LORDS SOUTH TARIFF NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
953,787,099,LVMD-low rate 23.30-7.30,0,0,0,14,0,2,1996-03-31 23:00:00+00,
954,1078,099,L/LORDS NORTH TARIFF PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
955,805,099,LVMD-low rate 23.30-7.30,0,0,0,14,0,2,2010-09-14 23:00:00+00,
956,173,100,12-hour night,0,0,0,14,0,2,1996-03-31 23:00:00+00,
957,198,100,E7 00.30-07.30 GMT,0,0,0,14,7,2,1996-03-31 23:00:00+00,
958,787,100,LVMD-low rate 23.30-7.30,0,0,0,15,0,2,1996-03-31 23:00:00+00,
959,1122,100,Dom E7 00:15 - 07:15,0,0,0,14,0,2,1996-03-31 23:00:00+00,
960,1078,100,E7 00.30-07.30 GMT,0,0,0,14,7,2,2003-12-09 00:00:00+00,
961,805,100,Domestic two rate P/P,0,0,0,14,7,2,2008-04-09 23:00:00+00,
962,1100,100,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2011-12-14 00:00:00+00,
963,173,101,12-hour night,0,0,0,15,0,2,1996-03-31 23:00:00+00,
964,198,101,split e7 timeswitched,0,0,0,14,7,2,1996-03-31 23:00:00+00,
965,787,101,"Metered Pub Lighting,Dusk to Midnight",0,0,0,14,0,1,1996-03-31 23:00:00+00,
966,1078,101,L/LORDS NORTH TARIFF NON - PROG TELE/S,0,0,0,8,0,2,1996-03-31 23:00:00+00,
967,1122,101,Dom E7 01:00 - 08:00,0,0,0,14,0,2,1996-03-31 23:00:00+00,
968,934,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2011-12-14 00:00:00+00,
969,1100,101,Three Rate Time of Day,0,1,0,18,0,3,2011-12-14 00:00:00+00,
970,1246,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2011-12-14 00:00:00+00,
971,1138,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,4,2012-03-14 00:00:00+00,
972,751,101,4 rate weekday/2 rate weekend (Smart),0,1,0,18,0,0,2018-02-14 00:00:00+00,
973,173,102,Weekender Tariff (V2),0,0,0,9,0,2,1996-03-31 23:00:00+00,
974,787,102,"Metered Pub Lighting,Dusk to Midnight",0,0,0,15,0,1,1996-03-31 23:00:00+00,
975,1122,102,Dom E7 00:00 - 07:00,0,0,0,8,0,2,1996-03-31 23:00:00+00,
976,1078,102,E7 Timeswitch replacement GMT,0,0,0,9,7,2,2003-12-09 00:00:00+00,
977,826,102,Business 2 Rate,0,0,0,9,0,2,2006-12-22 00:00:00+00,
978,934,102,Three Rate Time of Day,0,1,0,18,0,3,2011-12-14 00:00:00+00,
979,1100,102,Evening Weekend,0,1,0,18,0,2,2011-12-14 00:00:00+00,
980,1246,102,Three Rate Time of Day,0,1,0,18,0,3,2011-12-14 00:00:00+00,
981,1138,102,Three Rate Time of Day,0,1,0,18,0,3,2012-03-14 00:00:00+00,
982,763,102,Business 2 Rate,0,0,0,9,0,2,2014-09-16 23:00:00+00,
983,1171,102,Business 2 Rate,0,0,0,9,0,2,2017-04-18 23:00:00+00,
984,751,102,Business 2 Rate,0,1,0,9,0,2,2018-02-14 00:00:00+00,
985,198,103,E7 00.30-07.30 GMT,0,0,0,15,7,2,1996-03-31 23:00:00+00,
986,787,103,"Metered Pub Lighting,Dusk to Midnight, 6am to Dawn",0,0,0,14,0,1,1996-03-31 23:00:00+00,
987,1122,103,Dom E7 01:00 - 08:00,0,0,0,8,0,2,1996-03-31 23:00:00+00,
988,1078,103,E7 00.30-07.30 GMT,0,0,0,15,7,2,2003-12-09 00:00:00+00,
989,805,103,Domestic two rate P/P,0,0,0,15,7,2,2008-04-09 23:00:00+00,
990,934,103,Evening Weekend,0,1,0,18,0,2,2011-12-14 00:00:00+00,
991,1246,103,Evening Weekend,0,1,0,18,0,2,2011-12-14 00:00:00+00,
992,1138,103,Evening Weekend,0,1,0,18,0,2,2012-03-14 00:00:00+00,
993,751,103,Evening Weekend,0,1,0,18,0,0,2018-02-14 00:00:00+00,
994,198,104,split e7 timeswitched,0,0,0,15,7,2,1996-03-31 23:00:00+00,
995,787,104,"Metered Pub Lighting,Dusk to Midnight, 6am to Dawn",0,0,0,15,0,1,1996-03-31 23:00:00+00,
996,1078,104,Q3 EVENING/WEEKEND PROG TIME/S,0,0,0,15,0,2,1996-03-31 23:00:00+00,
997,787,105,"Metered Pub Lighting,Dusk to Dawn",0,0,0,14,0,1,1996-03-31 23:00:00+00,
998,1078,105,Q3 EVENING/WEEKEND NON - PROG TIME/S,0,0,0,14,0,2,1996-03-31 23:00:00+00,
999,1122,105,Dom E7 00:15 - 07:15,0,0,0,14,7,2,1996-03-31 23:00:00+00,
1000,198,106,E7 Telemeter and teleswitched,0,0,0,8,7,2,1996-03-31 23:00:00+00,
1001,787,106,"Metered Pub Lighting,Dusk to Dawn",0,0,0,15,0,1,1996-03-31 23:00:00+00,
1002,1078,106,Q3 EVENING/WEEKEND PROG TELE/S,0,0,0,9,0,2,1996-03-31 23:00:00+00,
1003,1122,106,Dom E7 00:30 - 07:30,0,0,0,14,7,2,1996-03-31 23:00:00+00,
1004,198,107,E7 Timeswitch replacement GMT,0,0,0,8,7,2,1996-03-31 23:00:00+00,
